4H8W,0.0,68.75,100.0,31.25,27.6269,0.24,100.0,68.75,0.0,31.25,32.1824,0.47
1V7M,82.35,68.0,17.65,32.0,23.5323,0.24,0.0,96.0,100.0,4.0,16.8817,0.05
2R29,75.0,43.48,25.0,56.52,16.8372,0.1,81.25,26.09,18.75,73.91,18.0907,0.1
3ZKM,100.0,66.67,0.0,33.33,43.6287,0.27,100.0,60.61,0.0,39.39,39.5142,0.37
2OZ4,100.0,77.42,0.0,22.58,71.7048,0.08,100.0,64.52,0.0,35.48,81.8862,0.57
4TSA,100.0,61.9,0.0,38.1,17.6284,0.29,46.15,42.86,53.85,57.14,11.9529,0.59
4LSU,48.57,75.76,51.43,24.24,24.6996,0.38,100.0,36.36,0.0,63.64,32.8269,0.15
3IDX,100.0,56.25,0.0,43.75,55.2512,0.12,6.25,93.75,93.75,6.25,22.8436,0.08
3U7Y,54.29,68.75,45.71,31.25,28.7818,0.33,77.14,34.38,22.86,65.62,30.3462,0.18
4K94,100.0,46.43,0.0,53.57,43.2026,0.2,100.0,57.14,0.0,42.86,39.253,0.12
4PP2,100.0,46.43,0.0,53.57,30.0422,0.21,0.0,100.0,100.0,0.0,23.7649,0
5L0Q,91.67,58.62,8.33,41.38,37.398,0.24,91.67,82.76,8.33,17.24,28.3303,0.39
2YBR,100.0,75.0,0.0,25.0,17.0555,0.61,46.15,55.0,53.85,45.0,10.8821,0.36
4NZR,64.15,60.61,35.85,39.39,32.9324,0.33,64.15,69.7,35.85,30.3,30.4029,0.63
1FJ1,52.94,58.06,47.06,41.94,13.2439,0.5,100.0,64.52,0.0,35.48,52.7208,0.08
4JZJ,0.0,100.0,100.0,0.0,43.7332,0,100.0,60.0,0.0,40.0,24.5091,0.29
5TZU,100.0,66.67,0.0,33.33,29.516,0.42,100.0,29.17,0.0,70.83,25.9988,0
4LEO,0.0,48.72,100.0,51.28,59.4818,0.11,0.0,64.1,100.0,35.9,64.6405,0.21
4AL8,100.0,52.17,0.0,47.83,14.437,0.18,100.0,43.48,0.0,56.52,15.1843,0.06
1OB1,53.85,60.87,46.15,39.13,14.7648,0.5,53.85,56.52,46.15,43.48,14.7462,0.17
3MA9,100.0,70.37,0.0,29.63,31.9386,0.23,100.0,66.67,0.0,33.33,42.0183,0.38
4YK4,0.0,46.43,100.0,53.57,23.6144,0,100.0,42.86,0.0,57.14,27.0461,0
3Q1S,33.33,58.33,66.67,41.67,20.977,0.33,33.33,50.0,66.67,50.0,15.7054,0.17
2XWT,48.15,62.07,51.85,37.93,21.562,0.36,29.63,82.76,70.37,17.24,18.542,0.39
4DTG,76.47,50.0,23.53,50.0,14.8466,0.22,70.59,50.0,29.41,50.0,13.7043,0.11
4M62,100.0,64.0,0.0,36.0,21.9801,0.45,66.67,64.0,33.33,36.0,15.1905,0.7
3IU3,100.0,54.17,0.0,45.83,29.7941,0,100.0,50.0,0.0,50.0,27.7755,0.27
3WKM,66.67,29.63,33.33,70.37,22.7644,0.27,75.0,62.96,25.0,37.04,24.4603,0.59
5JHL,0.0,61.76,100.0,38.24,80.4596,0.33,0.0,47.06,100.0,52.94,94.2267,0.38
3HMX,0.0,100.0,100.0,0.0,51.4899,0,100.0,21.88,0.0,78.12,47.4854,0
2QQN,0.0,68.0,100.0,32.0,24.002,0.22,100.0,64.0,0.0,36.0,28.2668,0.32
3S37,0.0,54.17,100.0,45.83,24.8074,0.29,22.22,37.5,77.78,62.5,23.3602,0.43
4LQF,9.09,85.71,90.91,14.29,19.2538,0.19,0.0,90.48,100.0,9.52,19.7178,0
4YWG,100.0,70.83,0.0,29.17,25.1321,0.28,58.33,62.5,41.67,37.5,17.0047,0.44
3V6O,100.0,57.14,0.0,42.86,47.308,0.2,100.0,60.71,0.0,39.29,27.1061,0.24
5KVG,100.0,56.52,0.0,43.48,22.4687,0.05,100.0,30.43,0.0,69.57,25.445,0
4HCR,100.0,75.0,0.0,25.0,56.9926,0.5,0.0,53.57,100.0,46.43,47.4244,0.33
5EN2,76.19,68.0,23.81,32.0,18.9269,0.26,100.0,28.0,0.0,72.0,17.0518,0.04
1IQD,100.0,76.0,0.0,24.0,27.7236,0.44,100.0,84.0,0.0,16.0,31.326,0.73
3Q3G,100.0,69.23,0.0,30.77,27.386,0.56,100.0,69.23,0.0,30.77,28.2835,0.47
2ZCH,100.0,50.0,0.0,50.0,22.5457,0.23,0.0,92.86,100.0,7.14,23.3709,0.05
4ZPT,100.0,67.86,0.0,32.14,34.7675,0.32,100.0,78.57,0.0,21.43,28.3123,0.59
4MWF,0.0,85.19,100.0,14.81,22.3505,0.21,91.67,70.37,8.33,29.63,15.9987,0.56
4XVS,3.7,63.64,96.3,36.36,29.898,0.33,100.0,30.3,0.0,69.7,34.3284,0
4I77,63.16,69.57,36.84,30.43,14.3241,0.33,84.21,30.43,15.79,69.57,15.7938,0.05
1OSP,100.0,29.03,0.0,70.97,49.19,0.04,100.0,38.71,0.0,61.29,42.3483,0.24
1NCA,100.0,71.88,0.0,28.12,31.5099,0.45,100.0,53.12,0.0,46.88,25.8603,0
1HYS,100.0,57.14,0.0,42.86,32.0896,0.27,0.0,60.0,100.0,40.0,35.4194,0.36
5FHX,0.0,41.67,100.0,58.33,28.7713,0.34,0.0,54.17,100.0,45.83,26.2301,0.34
1NSN,38.89,64.0,61.11,36.0,16.2577,0.42,22.22,100.0,77.78,0.0,17.3766,0
3KR3,52.63,50.0,47.37,50.0,11.989,0.56,36.84,60.0,63.16,40.0,13.0612,0.46
5C0N,100.0,48.0,0.0,52.0,22.294,0.13,100.0,44.0,0.0,56.0,14.1092,0.26
4XMP,53.85,75.0,46.15,25.0,27.1452,0.31,76.92,43.75,23.08,56.25,26.907,0.11
4O9H,100.0,50.0,0.0,50.0,23.7217,0.33,100.0,53.85,0.0,46.15,27.4313,0.05
2Q8A,0.0,48.39,100.0,51.61,37.861,0.38,0.0,61.29,100.0,38.71,38.6711,0.38
1JPS,23.81,57.14,76.19,42.86,33.8042,0.45,0.0,100.0,100.0,0.0,41.4025,0
4UTA,0.0,64.71,100.0,35.29,71.6626,0.11,100.0,41.18,0.0,58.82,87.2682,0
5IKC,100.0,59.09,0.0,40.91,21.715,0.29,53.85,45.45,46.15,54.55,13.4807,0.46
1G9M,100.0,75.0,0.0,25.0,31.3941,0.27,100.0,87.5,0.0,12.5,42.1869,0.5
4AEI,20.0,70.0,80.0,30.0,14.3198,0.34,20.0,95.0,80.0,5.0,13.8836,0.17
4XNY,47.06,59.38,52.94,40.62,27.1253,0.39,82.35,53.12,17.65,46.88,30.3638,0.12
4JPW,43.33,66.67,56.67,33.33,26.026,0.38,100.0,36.36,0.0,63.64,33.5586,0.22
1MHP,100.0,69.23,0.0,30.77,29.0572,0.29,100.0,80.77,0.0,19.23,27.6959,0.54
4F2M,100.0,46.15,0.0,53.85,39.6008,0.37,100.0,38.46,0.0,61.54,37.8527,0.37
3VG9,100.0,65.62,0.0,34.38,36.0989,0.1,0.0,100.0,100.0,0.0,36.4663,0
5TZT,0.0,52.0,100.0,48.0,29.7888,0.3,100.0,28.0,0.0,72.0,27.1358,0
4EDW,88.24,58.33,11.76,41.67,21.731,0.44,88.24,29.17,11.76,70.83,21.8241,0.39
3HI6,100.0,69.23,0.0,30.77,23.956,0.49,100.0,84.62,0.0,15.38,28.7667,0.49
3JWD,0.0,63.64,100.0,36.36,54.1779,0.17,0.0,100.0,100.0,0.0,58.6637,0
5DHV,61.54,47.62,38.46,52.38,11.8968,0.59,30.77,76.19,69.23,23.81,15.3295,0.35
5L6Y,0.0,60.87,100.0,39.13,20.9826,0.29,0.0,47.83,100.0,52.17,16.9038,0.29
4AG4,0.0,62.5,100.0,37.5,25.7845,0.33,100.0,81.25,0.0,18.75,45.4741,0
5A3I,0.0,65.62,100.0,34.38,57.1937,0.17,0.0,84.38,100.0,15.62,68.4501,0.08
4YQX,100.0,66.67,0.0,33.33,27.1319,0.42,100.0,54.17,0.0,45.83,14.3712,0.32
1FNS,0.0,53.85,100.0,46.15,20.5875,0.47,100.0,61.54,0.0,38.46,31.0113,0.21
3RVV,60.0,42.86,40.0,57.14,17.4679,0.14,0.0,96.43,100.0,3.57,22.8036,0
3BGF,0.0,51.85,100.0,48.15,24.2825,0.29,0.0,62.96,100.0,37.04,23.2448,0.19
5FCU,70.0,34.78,30.0,65.22,10.196,0.47,95.0,52.17,5.0,47.83,20.1898,0.42
3PGF,100.0,53.12,0.0,46.88,24.3432,0.33,100.0,78.12,0.0,21.88,27.2779,0.62
4YUE,33.33,39.13,66.67,60.87,16.6987,0.32,80.0,73.91,20.0,26.09,15.9855,0.58
4J6R,53.12,66.67,46.88,33.33,28.8691,0.4,100.0,63.64,0.0,36.36,38.2228,0.03
5KVF,53.33,73.91,46.67,26.09,17.4479,0.21,60.0,91.3,40.0,8.7,18.4099,0.26
4O58,0.0,96.88,100.0,3.12,74.7836,0,100.0,50.0,0.0,50.0,20.7133,0.12
4QTI,0.0,43.33,100.0,56.67,30.9344,0.05,0.0,60.0,100.0,40.0,36.0402,0.24
3MXW,57.14,48.0,42.86,52.0,15.241,0.57,57.14,52.0,42.86,48.0,19.9188,0.17
1EGJ,100.0,87.5,0.0,12.5,26.2405,0.46,36.36,66.67,63.64,33.33,12.755,0.57
4HC1,100.0,55.17,0.0,44.83,62.5611,0.52,100.0,44.83,0.0,55.17,49.9859,0.13
2BDN,29.41,52.38,70.59,47.62,14.5474,0,76.47,42.86,23.53,57.14,13.7119,0.16
5D70,100.0,87.5,0.0,12.5,31.5278,0.56,53.33,70.83,46.67,29.17,12.9412,0.62
4UV7,0.0,74.36,100.0,25.64,48.6626,0.17,100.0,46.15,0.0,53.85,54.4019,0.17
3WXV,100.0,81.25,0.0,18.75,54.0667,0.29,0.0,71.88,100.0,28.12,23.6944,0.04
3EOA,100.0,65.38,0.0,34.62,24.0144,0.25,100.0,53.85,0.0,46.15,24.6896,0.2
4YDK,27.27,65.62,72.73,34.38,25.4005,0.28,100.0,56.25,0.0,43.75,39.455,0.09
3HI1,13.04,81.25,86.96,18.75,33.877,0.04,86.96,34.38,13.04,65.62,21.1632,0.29
5BV7,100.0,63.64,0.0,36.36,38.4767,0.07,100.0,48.48,0.0,51.52,37.9006,0
3U2S,100.0,60.87,0.0,39.13,26.448,0.11,64.29,43.48,35.71,56.52,14.5761,0.16
3B2U,84.21,53.57,15.79,46.43,26.7417,0.17,89.47,46.43,10.53,53.57,20.5636,0.43
4JPK,32.0,69.23,68.0,30.77,21.1695,0.35,68.0,26.92,32.0,73.08,22.053,0.12
2CMR,100.0,40.74,0.0,59.26,33.5078,0.18,47.06,74.07,52.94,25.93,15.1653,0.5
1EZV,0.0,96.43,100.0,3.57,63.3569,0,0.0,100.0,100.0,0.0,75.7513,0
2J4W,25.0,44.44,75.0,55.56,9.8072,0.6,25.0,55.56,75.0,44.44,10.8218,0.27
5KW9,100.0,43.33,0.0,56.67,33.0914,0.09,0.0,83.33,100.0,16.67,32.6819,0
3GI8,100.0,57.58,0.0,42.42,38.0827,0.16,0.0,100.0,100.0,0.0,25.9485,0
4Z5R,47.62,64.0,52.38,36.0,21.613,0.43,100.0,48.0,0.0,52.0,21.0934,0.43
4L5F,30.77,56.52,69.23,43.48,16.8692,0.06,100.0,30.43,0.0,69.57,23.7467,0
4CMH,100.0,58.62,0.0,41.38,28.3299,0.15,100.0,58.62,0.0,41.38,32.8267,0
4QCI,100.0,79.17,0.0,20.83,36.0572,0.26,42.86,70.83,57.14,29.17,14.8136,0.58
3WIH,100.0,86.36,0.0,13.64,28.6067,0.46,100.0,77.27,0.0,22.73,20.7459,0.63
1BVK,100.0,79.17,0.0,20.83,25.2036,0.39,100.0,66.67,0.0,33.33,21.4979,0.2
3VI3,100.0,52.94,0.0,47.06,48.4046,0.23,0.0,100.0,100.0,0.0,43.0162,0
5HDQ,0.0,66.67,100.0,33.33,30.0452,0.05,7.14,66.67,92.86,33.33,21.2967,0.18
5DUM,0.0,77.78,100.0,22.22,23.1612,0.05,0.0,85.19,100.0,14.81,21.9151,0.05
5E94,100.0,45.83,0.0,54.17,24.9237,0.35,0.0,66.67,100.0,33.33,24.4555,0.35
4Y5Y,100.0,57.14,0.0,42.86,26.1704,0.12,100.0,60.71,0.0,39.29,23.8386,0.61
4QWW,100.0,77.14,0.0,22.86,35.1598,0.33,100.0,42.86,0.0,57.14,32.8465,0.3
5F96,30.43,71.88,69.57,28.12,25.4435,0.44,100.0,37.5,0.0,62.5,31.576,0.07
4FQJ,47.37,48.39,52.63,51.61,30.6597,0.2,100.0,74.19,0.0,25.81,49.8002,0.32
3RKD,0.0,84.0,100.0,16.0,17.4345,0.04,20.0,100.0,80.0,0.0,18.754,0
5HYS,0.0,100.0,100.0,0.0,40.1043,0,0.0,100.0,100.0,0.0,39.0196,0
4YPG,100.0,42.31,0.0,57.69,24.8056,0.16,100.0,42.31,0.0,57.69,23.0467,0.24
4RWY,23.53,66.67,76.47,33.33,26.6285,0.36,100.0,57.58,0.0,42.42,35.6846,0.09
3CVH,100.0,77.42,0.0,22.58,49.1155,0.12,100.0,25.81,0.0,74.19,50.0327,0
1H0D,0.0,37.5,100.0,62.5,19.4069,0.44,100.0,50.0,0.0,50.0,25.7507,0.54
3I50,0.0,64.52,100.0,35.48,57.4506,0.33,0.0,35.48,100.0,64.52,70.118,0.43
2DD8,100.0,82.14,0.0,17.86,37.1606,0.6,100.0,35.71,0.0,64.29,21.62,0.34
1MLC,100.0,62.5,0.0,37.5,21.3552,0.42,0.0,87.5,100.0,12.5,20.897,0
1AR1,100.0,66.67,0.0,33.33,49.9217,0,100.0,36.67,0.0,63.33,35.1336,0.05
1A14,52.63,71.88,47.37,28.12,20.3839,0.31,0.0,62.5,100.0,37.5,27.445,0
2ARJ,33.33,62.5,66.67,37.5,13.9407,0.1,100.0,16.67,0.0,83.33,14.08,0.1
5C7X,73.91,62.5,26.09,37.5,18.9886,0.55,73.91,70.83,26.09,29.17,13.8092,0.72
5KJR,0.0,53.12,100.0,46.88,29.2153,0.2,100.0,62.5,0.0,37.5,29.387,0.45
4U0R,100.0,64.52,0.0,35.48,42.0219,0,100.0,74.19,0.0,25.81,59.5741,0
1W72,0.0,48.39,100.0,51.61,39.5122,0.17,100.0,32.26,0.0,67.74,45.5864,0.13
4OII,100.0,46.15,0.0,53.85,20.2285,0.13,23.81,84.62,76.19,15.38,18.6262,0.17
4PP1,0.0,75.0,100.0,25.0,24.5286,0.12,9.52,100.0,90.48,0.0,22.5725,0
1N8Z,0.0,78.95,100.0,21.05,64.1965,0.07,100.0,65.79,0.0,34.21,60.9292,0.18
4XAK,71.43,65.52,28.57,34.48,23.2849,0.28,100.0,82.76,0.0,17.24,37.5061,0.56
2JEL,40.0,50.0,60.0,50.0,11.565,0.7,6.67,68.18,93.33,31.82,18.5245,0.32
2NYY,0.0,68.09,100.0,31.91,66.6077,0.14,100.0,76.6,0.0,23.4,74.8309,0
4ZS7,45.0,68.0,55.0,32.0,22.9601,0.27,55.0,56.0,45.0,44.0,18.4647,0.13
5KVD,75.0,65.22,25.0,34.78,19.3303,0.37,55.0,78.26,45.0,21.74,19.7319,0
2FD6,0.0,93.33,100.0,6.67,36.4841,0,0.0,53.33,100.0,46.67,34.2256,0.05
4F37,100.0,70.83,0.0,29.17,33.3355,0.3,0.0,62.5,100.0,37.5,29.4978,0.42
5GGT,100.0,87.5,0.0,12.5,29.4113,0.27,100.0,87.5,0.0,12.5,31.4036,0.59
4RGM,47.06,35.71,52.94,64.29,22.4933,0.22,88.24,17.86,11.76,82.14,16.6537,0.18
3GJF,100.0,54.84,0.0,45.16,38.3431,0.04,100.0,35.48,0.0,64.52,40.2454,0
1E6J,0.0,58.62,100.0,41.38,60.1493,0.49,100.0,72.41,0.0,27.59,52.285,0
5SX4,80.0,70.37,20.0,29.63,27.8809,0.17,80.0,33.33,20.0,66.67,20.0384,0.43
5E8E,100.0,60.0,0.0,40.0,22.5792,0.14,100.0,73.33,0.0,26.67,28.5947,0
5FB8,52.63,63.64,47.37,36.36,14.7853,0.54,52.63,50.0,47.37,50.0,13.4823,0.83
4IJ3,0.0,62.07,100.0,37.93,34.7846,0.33,100.0,37.93,0.0,62.07,41.925,0.37
5T5F,100.0,89.29,0.0,10.71,33.291,0.59,100.0,60.71,0.0,39.29,32.2919,0.44
5I9Q,54.55,78.79,45.45,21.21,28.7585,0.29,100.0,36.36,0.0,63.64,33.5657,0
4BZ1,100.0,65.22,0.0,34.78,15.9,0.46,100.0,65.22,0.0,34.78,17.57,0.17
1TPX,72.22,60.87,27.78,39.13,18.0175,0.29,88.89,34.78,11.11,65.22,22.2667,0.24
5F9O,36.36,78.12,63.64,21.88,26.4853,0.33,100.0,15.62,0.0,84.38,31.696,0
4OGX,25.0,72.41,75.0,27.59,19.7482,0.26,0.0,100.0,100.0,0.0,23.0999,0
1XIW,100.0,47.83,0.0,52.17,23.2196,0.05,0.0,95.65,100.0,4.35,15.913,0.05
4OKV,0.0,61.9,100.0,38.1,23.2477,0.3,0.0,90.48,100.0,9.52,33.3941,0
3SKJ,25.0,62.96,75.0,37.04,19.0545,0.19,25.0,59.26,75.0,40.74,18.783,0.47
2NY7,13.04,54.84,86.96,45.16,25.7628,0.33,69.57,22.58,30.43,77.42,21.2858,0.26
2XQY,100.0,34.29,0.0,65.71,45.9383,0.04,0.0,100.0,100.0,0.0,47.8717,0
1AHW,100.0,53.57,0.0,46.43,40.411,0.21,0.0,100.0,100.0,0.0,41.4058,0
5D93,0.0,58.62,100.0,41.38,34.0338,0.33,100.0,55.17,0.0,44.83,38.7974,0.24
4DQO,63.64,21.74,36.36,78.26,20.1686,0.24,100.0,65.22,0.0,34.78,19.8497,0.18
3NFP,60.0,33.33,40.0,66.67,25.2276,0.05,100.0,29.17,0.0,70.83,21.2582,0.31
2XQB,68.18,52.17,31.82,47.83,19.1065,0.36,27.27,78.26,72.73,21.74,17.0114,0.36
5F3H,100.0,70.83,0.0,29.17,42.9185,0.46,0.0,54.17,100.0,45.83,17.4894,0.1
3W9E,100.0,62.07,0.0,37.93,26.8209,0.33,100.0,75.86,0.0,24.14,28.3142,0.67
3LD8,69.23,15.62,30.77,84.38,26.2501,0.13,100.0,65.62,0.0,34.38,32.2009,0.04
2YPV,10.53,60.71,89.47,39.29,26.4009,0.3,89.47,32.14,10.53,67.86,24.669,0.38
4IRZ,0.0,75.68,100.0,24.32,61.0112,0,100.0,83.78,0.0,16.22,82.221,0
4ETQ,63.64,82.14,36.36,17.86,22.4306,0.48,68.18,85.71,31.82,14.29,19.6451,0.24
3L5X,0.0,60.87,100.0,39.13,17.2946,0.24,100.0,52.17,0.0,47.83,21.8219,0.06
1ORS,100.0,42.31,0.0,57.69,33.8203,0.17,0.0,76.92,100.0,23.08,20.4511,0.06
3U9P,5.88,69.23,94.12,30.77,23.3849,0.28,100.0,50.0,0.0,50.0,20.0272,0.05
4DGI,100.0,52.17,0.0,47.83,14.8691,0.18,0.0,95.65,100.0,4.35,26.1692,0.06
5MES,0.0,64.0,100.0,36.0,25.1024,0.38,100.0,48.0,0.0,52.0,13.8601,0.38
3KS0,50.0,43.48,50.0,56.52,13.6852,0.55,0.0,78.26,100.0,21.74,12.8393,0.18
3T2N,0.0,62.5,100.0,37.5,34.5229,0.42,100.0,81.25,0.0,18.75,37.5212,0.65
2ADF,40.0,77.78,60.0,22.22,18.1231,0.29,100.0,74.07,0.0,25.93,26.4011,0.67
1WEJ,100.0,66.67,0.0,33.33,17.4903,0.46,0.0,91.67,100.0,8.33,15.4559,0
3PNW,43.75,45.0,56.25,55.0,17.0863,0.33,43.75,30.0,56.25,70.0,13.9608,0.39
2UZI,61.11,46.15,38.89,53.85,14.8245,0.64,77.78,65.38,22.22,34.62,16.4986,0.64
1SY6,100.0,51.85,0.0,48.15,32.4803,0.16,0.0,100.0,100.0,0.0,32.1831,0
2EIZ,61.11,70.83,38.89,29.17,17.7027,0.1,100.0,54.17,0.0,45.83,18.7026,0.29
4K2U,0.0,86.21,100.0,13.79,34.8402,0.05,100.0,51.72,0.0,48.28,37.2175,0
3UC0,100.0,33.33,0.0,66.67,17.4162,0.2,0.0,100.0,100.0,0.0,16.7719,0
4FP8,0.0,70.0,100.0,30.0,28.1705,0.04,0.0,53.33,100.0,46.67,28.9973,0.16
5SY8,100.0,80.0,0.0,20.0,24.0131,0.37,38.46,44.0,61.54,56.0,14.2074,0.47
5B3J,100.0,43.75,0.0,56.25,43.4403,0,100.0,37.5,0.0,62.5,45.6235,0
4Y5V,100.0,58.62,0.0,41.38,39.3685,0.35,63.64,72.41,36.36,27.59,16.3517,0.63
5JQ6,100.0,59.38,0.0,40.62,50.3023,0.26,42.86,87.5,57.14,12.5,16.5385,0.23
5K59,100.0,67.74,0.0,32.26,60.5875,0.19,100.0,93.55,0.0,6.45,67.8828,0.52
4JR9,100.0,63.64,0.0,36.36,28.103,0,0.0,100.0,100.0,0.0,27.6432,0
3SQO,100.0,80.0,0.0,20.0,41.4234,0.12,0.0,88.57,100.0,11.43,35.7276,0
4DN4,63.64,65.0,36.36,35.0,11.1274,0.58,100.0,50.0,0.0,50.0,15.2743,0.13
4ZSO,94.12,37.93,5.88,62.07,37.0965,0.13,100.0,58.62,0.0,41.38,22.2673,0.3
4M48,100.0,68.57,0.0,31.43,36.134,0.04,100.0,45.71,0.0,54.29,35.2372,0
1QFU,0.0,96.88,100.0,3.12,45.7643,0.04,5.26,75.0,94.74,25.0,20.9544,0.16
3X3F,100.0,85.71,0.0,14.29,33.8049,0.55,100.0,47.62,0.0,52.38,23.6396,0.3
4JLR,100.0,60.87,0.0,39.13,23.5503,0.4,100.0,65.22,0.0,34.78,33.121,0.17
4XWG,0.0,71.88,100.0,28.12,25.044,0.24,100.0,84.38,0.0,15.62,25.0659,0.61
4GMS,100.0,31.25,0.0,68.75,72.7128,0,22.22,100.0,77.78,0.0,23.5552,0.04
1FSK,100.0,77.78,0.0,22.22,28.3914,0.51,25.0,88.89,75.0,11.11,20.6645,0.05
5D8J,100.0,40.0,0.0,60.0,27.1301,0.28,100.0,92.0,0.0,8.0,33.9346,0.56
4G6J,28.57,65.38,71.43,34.62,17.1243,0.13,0.0,92.31,100.0,7.69,17.1274,0.04
3LEV,100.0,70.37,0.0,29.63,25.5932,0.33,100.0,40.74,0.0,59.26,17.0963,0.22
3D85,11.76,52.0,88.24,48.0,23.9038,0.19,100.0,76.0,0.0,24.0,27.5723,0.29
1YY9,0.0,100.0,100.0,0.0,55.5802,0,0.0,89.74,100.0,10.26,65.1428,0.03
4HJ0,100.0,78.26,0.0,21.74,27.9001,0.55,64.71,56.52,35.29,43.48,12.6467,0.8
4G6M,15.79,76.92,84.21,23.08,17.0614,0.09,100.0,19.23,0.0,80.77,20.0021,0.09
4CNI,0.0,65.38,100.0,34.62,31.865,0.2,0.0,88.46,100.0,11.54,30.9363,0.1
1A2Y,100.0,87.5,0.0,12.5,27.923,0.41,46.67,58.33,53.33,41.67,16.7527,0.15
4HF5,0.0,59.38,100.0,40.62,77.0995,0,100.0,50.0,0.0,50.0,77.383,0
5TZ2,78.57,75.0,21.43,25.0,17.2162,0.37,100.0,50.0,0.0,50.0,23.4691,0
2J88,100.0,54.84,0.0,45.16,39.7588,0.34,0.0,77.42,100.0,22.58,46.5503,0.29
1ZTX,0.0,86.96,100.0,13.04,21.2908,0.05,100.0,43.48,0.0,56.52,26.1218,0.05
2VXQ,40.0,52.17,60.0,47.83,10.3657,0.47,100.0,73.91,0.0,26.09,16.2095,0.53
5CBA,100.0,65.0,0.0,35.0,17.0708,0.47,50.0,70.0,50.0,30.0,12.809,0.53
2W9E,0.0,60.87,100.0,39.13,20.4419,0.32,100.0,47.83,0.0,52.17,27.9447,0.47
3THM,100.0,63.64,0.0,36.36,34.5681,0.4,94.44,50.0,5.56,50.0,26.5882,0.45
5F3B,100.0,60.0,0.0,40.0,38.0216,0.25,100.0,80.0,0.0,20.0,34.1169,0.1
1FE8,100.0,25.93,0.0,74.07,25.5471,0.13,100.0,55.56,0.0,44.44,24.0488,0.39
2AEP,23.81,93.75,76.19,6.25,26.2068,0.04,100.0,56.25,0.0,43.75,31.4858,0.11
4HKX,57.89,60.71,42.11,39.29,17.538,0.3,100.0,39.29,0.0,60.71,30.4567,0
2XRA,100.0,59.26,0.0,40.74,29.4087,0.33,56.25,70.37,43.75,29.63,14.9166,0.56
1JHL,36.36,54.17,63.64,45.83,15.9916,0.4,27.27,41.67,72.73,58.33,16.1407,0.51
4KI5,40.0,76.0,60.0,24.0,19.7015,0.22,45.0,84.0,55.0,16.0,23.2695,0.22
1FBI,100.0,45.83,0.0,54.17,19.2489,0.21,100.0,54.17,0.0,45.83,19.2786,0.26
