1HYS,100.0,57.14,0.0,42.86,32.0896,0.0,60.0,100.0,40.0,35.4194
5FHX,0.0,41.67,100.0,58.33,28.7713,0.0,54.17,100.0,45.83,26.2301
1NSN,38.89,64.0,61.11,36.0,16.2577,22.22,100.0,77.78,0.0,17.3766
3KR3,52.63,50.0,47.37,50.0,11.989,36.84,60.0,63.16,40.0,13.0612
5C0N,100.0,48.0,0.0,52.0,22.294,100.0,44.0,0.0,56.0,14.1092
4XMP,53.85,75.0,46.15,25.0,27.1452,76.92,43.75,23.08,56.25,26.907
4O9H,100.0,50.0,0.0,50.0,23.7217,100.0,53.85,0.0,46.15,27.4313
2Q8A,0.0,48.39,100.0,51.61,37.861,0.0,61.29,100.0,38.71,38.6711
1JPS,23.81,57.14,76.19,42.86,33.8042,0.0,100.0,100.0,0.0,41.4025
4UTA,0.0,64.71,100.0,35.29,71.6626,100.0,41.18,0.0,58.82,87.2682
5IKC,100.0,59.09,0.0,40.91,21.715,53.85,45.45,46.15,54.55,13.4807
1G9M,100.0,75.0,0.0,25.0,31.3941,100.0,87.5,0.0,12.5,42.1869
4AEI,20.0,70.0,80.0,30.0,14.3198,20.0,95.0,80.0,5.0,13.8836
4XNY,47.06,59.38,52.94,40.62,27.1253,82.35,53.12,17.65,46.88,30.3638
4JPW,43.33,66.67,56.67,33.33,26.026,100.0,36.36,0.0,63.64,33.5586
1MHP,100.0,69.23,0.0,30.77,29.0572,100.0,80.77,0.0,19.23,27.6959
4F2M,100.0,46.15,0.0,53.85,39.6008,100.0,38.46,0.0,61.54,37.8527
3VG9,100.0,65.62,0.0,34.38,36.0989,0.0,100.0,100.0,0.0,36.4663
5TZT,0.0,52.0,100.0,48.0,29.7888,100.0,28.0,0.0,72.0,27.1358
4EDW,88.24,58.33,11.76,41.67,21.731,88.24,29.17,11.76,70.83,21.8241
3HI6,100.0,69.23,0.0,30.77,23.956,100.0,84.62,0.0,15.38,28.7667
3JWD,0.0,63.64,100.0,36.36,54.1779,0.0,100.0,100.0,0.0,58.6637
5DHV,61.54,47.62,38.46,52.38,11.8968,30.77,76.19,69.23,23.81,15.3295
5L6Y,0.0,60.87,100.0,39.13,20.9826,0.0,47.83,100.0,52.17,16.9038
4AG4,0.0,62.5,100.0,37.5,25.7845,100.0,81.25,0.0,18.75,45.4741
5A3I,0.0,65.62,100.0,34.38,57.1937,0.0,84.38,100.0,15.62,68.4501
4YQX,100.0,66.67,0.0,33.33,27.1319,100.0,54.17,0.0,45.83,14.3712
1FNS,0.0,53.85,100.0,46.15,20.5875,100.0,61.54,0.0,38.46,31.0113
3RVV,60.0,42.86,40.0,57.14,17.4679,0.0,96.43,100.0,3.57,22.8036
3BGF,0.0,51.85,100.0,48.15,24.2825,0.0,62.96,100.0,37.04,23.2448
5FCU,70.0,34.78,30.0,65.22,10.196,95.0,52.17,5.0,47.83,20.1898
3PGF,100.0,53.12,0.0,46.88,24.3432,100.0,78.12,0.0,21.88,27.2779
4YUE,33.33,39.13,66.67,60.87,16.6987,80.0,73.91,20.0,26.09,15.9855
4J6R,53.12,66.67,46.88,33.33,28.8691,100.0,63.64,0.0,36.36,38.2228
5KVF,53.33,73.91,46.67,26.09,17.4479,60.0,91.3,40.0,8.7,18.4099
4O58,0.0,96.88,100.0,3.12,74.7836,100.0,50.0,0.0,50.0,20.7133
4QTI,0.0,43.33,100.0,56.67,30.9344,0.0,60.0,100.0,40.0,36.0402
3MXW,57.14,48.0,42.86,52.0,15.241,57.14,52.0,42.86,48.0,19.9188
1EGJ,100.0,87.5,0.0,12.5,26.2405,36.36,66.67,63.64,33.33,12.755
4HC1,100.0,55.17,0.0,44.83,62.5611,100.0,44.83,0.0,55.17,49.9859
2BDN,29.41,52.38,70.59,47.62,14.5474,76.47,42.86,23.53,57.14,13.7119
5D70,100.0,87.5,0.0,12.5,31.5278,53.33,70.83,46.67,29.17,12.9412
4UV7,0.0,74.36,100.0,25.64,48.6626,100.0,46.15,0.0,53.85,54.4019
3WXV,100.0,81.25,0.0,18.75,54.0667,0.0,71.88,100.0,28.12,23.6944
3EOA,100.0,65.38,0.0,34.62,24.0144,100.0,53.85,0.0,46.15,24.6896
4YDK,27.27,65.62,72.73,34.38,25.4005,100.0,56.25,0.0,43.75,39.455
3HI1,13.04,81.25,86.96,18.75,33.877,86.96,34.38,13.04,65.62,21.1632
5BV7,100.0,63.64,0.0,36.36,38.4767,100.0,48.48,0.0,51.52,37.9006
3U2S,100.0,60.87,0.0,39.13,26.448,64.29,43.48,35.71,56.52,14.5761
3B2U,84.21,53.57,15.79,46.43,26.7417,89.47,46.43,10.53,53.57,20.5636
4JPK,32.0,69.23,68.0,30.77,21.1695,68.0,26.92,32.0,73.08,22.053
2CMR,100.0,40.74,0.0,59.26,33.5078,47.06,74.07,52.94,25.93,15.1653
1EZV,0.0,96.43,100.0,3.57,63.3569,0.0,100.0,100.0,0.0,75.7513
2J4W,25.0,44.44,75.0,55.56,9.8072,25.0,55.56,75.0,44.44,10.8218
5KW9,100.0,43.33,0.0,56.67,33.0914,0.0,83.33,100.0,16.67,32.6819
3GI8,100.0,57.58,0.0,42.42,38.0827,0.0,100.0,100.0,0.0,25.9485
4Z5R,47.62,64.0,52.38,36.0,21.613,100.0,48.0,0.0,52.0,21.0934
4L5F,30.77,56.52,69.23,43.48,16.8692,100.0,30.43,0.0,69.57,23.7467
4CMH,100.0,58.62,0.0,41.38,28.3299,100.0,58.62,0.0,41.38,32.8267
4QCI,100.0,79.17,0.0,20.83,36.0572,42.86,70.83,57.14,29.17,14.8136
3WIH,100.0,86.36,0.0,13.64,28.6067,100.0,77.27,0.0,22.73,20.7459
1BVK,100.0,79.17,0.0,20.83,25.2036,100.0,66.67,0.0,33.33,21.4979
3VI3,100.0,52.94,0.0,47.06,48.4046,0.0,100.0,100.0,0.0,43.0162
5HDQ,0.0,66.67,100.0,33.33,30.0452,7.14,66.67,92.86,33.33,21.2967
5DUM,0.0,77.78,100.0,22.22,23.1612,0.0,85.19,100.0,14.81,21.9151
5E94,100.0,45.83,0.0,54.17,24.9237,0.0,66.67,100.0,33.33,24.4555
4Y5Y,100.0,57.14,0.0,42.86,26.1704,100.0,60.71,0.0,39.29,23.8386
4QWW,100.0,77.14,0.0,22.86,35.1598,100.0,42.86,0.0,57.14,32.8465
5F96,30.43,71.88,69.57,28.12,25.4435,100.0,37.5,0.0,62.5,31.576
4FQJ,47.37,48.39,52.63,51.61,30.6597,100.0,74.19,0.0,25.81,49.8002
3RKD,0.0,84.0,100.0,16.0,17.4345,20.0,100.0,80.0,0.0,18.754
5HYS,0.0,100.0,100.0,0.0,40.1043,0.0,100.0,100.0,0.0,39.0196
4YPG,100.0,42.31,0.0,57.69,24.8056,100.0,42.31,0.0,57.69,23.0467
4RWY,23.53,66.67,76.47,33.33,26.6285,100.0,57.58,0.0,42.42,35.6846
3CVH,100.0,77.42,0.0,22.58,49.1155,100.0,25.81,0.0,74.19,50.0327
1H0D,0.0,37.5,100.0,62.5,19.4069,100.0,50.0,0.0,50.0,25.7507
3I50,0.0,64.52,100.0,35.48,57.4506,0.0,35.48,100.0,64.52,70.118
2DD8,100.0,82.14,0.0,17.86,37.1606,100.0,35.71,0.0,64.29,21.62
1MLC,100.0,62.5,0.0,37.5,21.3552,0.0,87.5,100.0,12.5,20.897
1AR1,100.0,66.67,0.0,33.33,49.9217,100.0,36.67,0.0,63.33,35.1336
1A14,52.63,71.88,47.37,28.12,20.3839,0.0,62.5,100.0,37.5,27.445
2ARJ,33.33,62.5,66.67,37.5,13.9407,100.0,16.67,0.0,83.33,14.08
5C7X,73.91,62.5,26.09,37.5,18.9886,73.91,70.83,26.09,29.17,13.8092
5KJR,0.0,53.12,100.0,46.88,29.2153,100.0,62.5,0.0,37.5,29.387
4U0R,100.0,64.52,0.0,35.48,42.0219,100.0,74.19,0.0,25.81,59.5741
1W72,0.0,48.39,100.0,51.61,39.5122,100.0,32.26,0.0,67.74,45.5864
4OII,100.0,46.15,0.0,53.85,20.2285,23.81,84.62,76.19,15.38,18.6262
4PP1,0.0,75.0,100.0,25.0,24.5286,9.52,100.0,90.48,0.0,22.5725
1N8Z,0.0,78.95,100.0,21.05,64.1965,100.0,65.79,0.0,34.21,60.9292
4XAK,71.43,65.52,28.57,34.48,23.2849,100.0,82.76,0.0,17.24,37.5061
2JEL,40.0,50.0,60.0,50.0,11.565,6.67,68.18,93.33,31.82,18.5245
2NYY,0.0,68.09,100.0,31.91,66.6077,100.0,76.6,0.0,23.4,74.8309
4ZS7,45.0,68.0,55.0,32.0,22.9601,55.0,56.0,45.0,44.0,18.4647
5KVD,75.0,65.22,25.0,34.78,19.3303,55.0,78.26,45.0,21.74,19.7319
2FD6,0.0,93.33,100.0,6.67,36.4841,0.0,53.33,100.0,46.67,34.2256
4F37,100.0,70.83,0.0,29.17,33.3355,0.0,62.5,100.0,37.5,29.4978
5GGT,100.0,87.5,0.0,12.5,29.4113,100.0,87.5,0.0,12.5,31.4036
4RGM,47.06,35.71,52.94,64.29,22.4933,88.24,17.86,11.76,82.14,16.6537
3GJF,100.0,54.84,0.0,45.16,38.3431,100.0,35.48,0.0,64.52,40.2454
1E6J,0.0,58.62,100.0,41.38,60.1493,100.0,72.41,0.0,27.59,52.285
5SX4,80.0,70.37,20.0,29.63,27.8809,80.0,33.33,20.0,66.67,20.0384
5E8E,100.0,60.0,0.0,40.0,22.5792,100.0,73.33,0.0,26.67,28.5947
5FB8,52.63,63.64,47.37,36.36,14.7853,52.63,50.0,47.37,50.0,13.4823
4IJ3,0.0,62.07,100.0,37.93,34.7846,100.0,37.93,0.0,62.07,41.925
5T5F,100.0,89.29,0.0,10.71,33.291,100.0,60.71,0.0,39.29,32.2919
5I9Q,54.55,78.79,45.45,21.21,28.7585,100.0,36.36,0.0,63.64,33.5657
4BZ1,100.0,65.22,0.0,34.78,15.9,100.0,65.22,0.0,34.78,17.57
1TPX,72.22,60.87,27.78,39.13,18.0175,88.89,34.78,11.11,65.22,22.2667
5F9O,36.36,78.12,63.64,21.88,26.4853,100.0,15.62,0.0,84.38,31.696
4OGX,25.0,72.41,75.0,27.59,19.7482,0.0,100.0,100.0,0.0,23.0999
1XIW,100.0,47.83,0.0,52.17,23.2196,0.0,95.65,100.0,4.35,15.913
4OKV,0.0,61.9,100.0,38.1,23.2477,0.0,90.48,100.0,9.52,33.3941
3SKJ,25.0,62.96,75.0,37.04,19.0545,25.0,59.26,75.0,40.74,18.783
2NY7,13.04,54.84,86.96,45.16,25.7628,69.57,22.58,30.43,77.42,21.2858
2XQY,100.0,34.29,0.0,65.71,45.9383,0.0,100.0,100.0,0.0,47.8717
1AHW,100.0,53.57,0.0,46.43,40.411,0.0,100.0,100.0,0.0,41.4058
5D93,0.0,58.62,100.0,41.38,34.0338,100.0,55.17,0.0,44.83,38.7974
4DQO,63.64,21.74,36.36,78.26,20.1686,100.0,65.22,0.0,34.78,19.8497
3NFP,60.0,33.33,40.0,66.67,25.2276,100.0,29.17,0.0,70.83,21.2582
2XQB,68.18,52.17,31.82,47.83,19.1065,27.27,78.26,72.73,21.74,17.0114
5F3H,100.0,70.83,0.0,29.17,42.9185,0.0,54.17,100.0,45.83,17.4894
3W9E,100.0,62.07,0.0,37.93,26.8209,100.0,75.86,0.0,24.14,28.3142
3LD8,69.23,15.62,30.77,84.38,26.2501,100.0,65.62,0.0,34.38,32.2009
2YPV,10.53,60.71,89.47,39.29,26.4009,89.47,32.14,10.53,67.86,24.669
4IRZ,0.0,75.68,100.0,24.32,61.0112,100.0,83.78,0.0,16.22,82.221
4ETQ,63.64,82.14,36.36,17.86,22.4306,68.18,85.71,31.82,14.29,19.6451
3L5X,0.0,60.87,100.0,39.13,17.2946,100.0,52.17,0.0,47.83,21.8219
1ORS,100.0,42.31,0.0,57.69,33.8203,0.0,76.92,100.0,23.08,20.4511
3U9P,5.88,69.23,94.12,30.77,23.3849,100.0,50.0,0.0,50.0,20.0272
4DGI,100.0,52.17,0.0,47.83,14.8691,0.0,95.65,100.0,4.35,26.1692
5MES,0.0,64.0,100.0,36.0,25.1024,100.0,48.0,0.0,52.0,13.8601
3KS0,50.0,43.48,50.0,56.52,13.6852,0.0,78.26,100.0,21.74,12.8393
3T2N,0.0,62.5,100.0,37.5,34.5229,100.0,81.25,0.0,18.75,37.5212
2ADF,40.0,77.78,60.0,22.22,18.1231,100.0,74.07,0.0,25.93,26.4011
1WEJ,100.0,66.67,0.0,33.33,17.4903,0.0,91.67,100.0,8.33,15.4559
3PNW,43.75,45.0,56.25,55.0,17.0863,43.75,30.0,56.25,70.0,13.9608
2UZI,61.11,46.15,38.89,53.85,14.8245,77.78,65.38,22.22,34.62,16.4986
1SY6,100.0,51.85,0.0,48.15,32.4803,0.0,100.0,100.0,0.0,32.1831
2EIZ,61.11,70.83,38.89,29.17,17.7027,100.0,54.17,0.0,45.83,18.7026
4K2U,0.0,86.21,100.0,13.79,34.8402,100.0,51.72,0.0,48.28,37.2175
3UC0,100.0,33.33,0.0,66.67,17.4162,0.0,100.0,100.0,0.0,16.7719
4FP8,0.0,70.0,100.0,30.0,28.1705,0.0,53.33,100.0,46.67,28.9973
5SY8,100.0,80.0,0.0,20.0,24.0131,38.46,44.0,61.54,56.0,14.2074
5B3J,100.0,43.75,0.0,56.25,43.4403,100.0,37.5,0.0,62.5,45.6235
4Y5V,100.0,58.62,0.0,41.38,39.3685,63.64,72.41,36.36,27.59,16.3517
5JQ6,100.0,59.38,0.0,40.62,50.3023,42.86,87.5,57.14,12.5,16.5385
5K59,100.0,67.74,0.0,32.26,60.5875,100.0,93.55,0.0,6.45,67.8828
4JR9,100.0,63.64,0.0,36.36,28.103,0.0,100.0,100.0,0.0,27.6432
3SQO,100.0,80.0,0.0,20.0,41.4234,0.0,88.57,100.0,11.43,35.7276
4DN4,63.64,65.0,36.36,35.0,11.1274,100.0,50.0,0.0,50.0,15.2743
4ZSO,94.12,37.93,5.88,62.07,37.0965,100.0,58.62,0.0,41.38,22.2673
4M48,100.0,68.57,0.0,31.43,36.134,100.0,45.71,0.0,54.29,35.2372
1QFU,0.0,96.88,100.0,3.12,45.7643,5.26,75.0,94.74,25.0,20.9544
3X3F,100.0,85.71,0.0,14.29,33.8049,100.0,47.62,0.0,52.38,23.6396
4JLR,100.0,60.87,0.0,39.13,23.5503,100.0,65.22,0.0,34.78,33.121
4XWG,0.0,71.88,100.0,28.12,25.044,100.0,84.38,0.0,15.62,25.0659
4GMS,100.0,31.25,0.0,68.75,72.7128,22.22,100.0,77.78,0.0,23.5552
1FSK,100.0,77.78,0.0,22.22,28.3914,25.0,88.89,75.0,11.11,20.6645
5D8J,100.0,40.0,0.0,60.0,27.1301,100.0,92.0,0.0,8.0,33.9346
4G6J,28.57,65.38,71.43,34.62,17.1243,0.0,92.31,100.0,7.69,17.1274
3LEV,100.0,70.37,0.0,29.63,25.5932,100.0,40.74,0.0,59.26,17.0963
3D85,11.76,52.0,88.24,48.0,23.9038,100.0,76.0,0.0,24.0,27.5723
1YY9,0.0,100.0,100.0,0.0,55.5802,0.0,89.74,100.0,10.26,65.1428
4HJ0,100.0,78.26,0.0,21.74,27.9001,64.71,56.52,35.29,43.48,12.6467
4G6M,15.79,76.92,84.21,23.08,17.0614,100.0,19.23,0.0,80.77,20.0021
4CNI,0.0,65.38,100.0,34.62,31.865,0.0,88.46,100.0,11.54,30.9363
1A2Y,100.0,87.5,0.0,12.5,27.923,46.67,58.33,53.33,41.67,16.7527
4HF5,0.0,59.38,100.0,40.62,77.0995,100.0,50.0,0.0,50.0,77.383
5TZ2,78.57,75.0,21.43,25.0,17.2162,100.0,50.0,0.0,50.0,23.4691
2J88,100.0,54.84,0.0,45.16,39.7588,0.0,77.42,100.0,22.58,46.5503
1ZTX,0.0,86.96,100.0,13.04,21.2908,100.0,43.48,0.0,56.52,26.1218
2VXQ,40.0,52.17,60.0,47.83,10.3657,100.0,73.91,0.0,26.09,16.2095
5CBA,100.0,65.0,0.0,35.0,17.0708,50.0,70.0,50.0,30.0,12.809
2W9E,0.0,60.87,100.0,39.13,20.4419,100.0,47.83,0.0,52.17,27.9447
3THM,100.0,63.64,0.0,36.36,34.5681,94.44,50.0,5.56,50.0,26.5882
5F3B,100.0,60.0,0.0,40.0,38.0216,100.0,80.0,0.0,20.0,34.1169
1FE8,100.0,25.93,0.0,74.07,25.5471,100.0,55.56,0.0,44.44,24.0488
2AEP,23.81,93.75,76.19,6.25,26.2068,100.0,56.25,0.0,43.75,31.4858
4HKX,57.89,60.71,42.11,39.29,17.538,100.0,39.29,0.0,60.71,30.4567
2XRA,100.0,59.26,0.0,40.74,29.4087,56.25,70.37,43.75,29.63,14.9166
1JHL,36.36,54.17,63.64,45.83,15.9916,27.27,41.67,72.73,58.33,16.1407
4KI5,40.0,76.0,60.0,24.0,19.7015,45.0,84.0,55.0,16.0,23.2695
1FBI,100.0,45.83,0.0,54.17,19.2489,100.0,54.17,0.0,45.83,19.2786
1EO8,0.0,90.62,100.0,9.38,44.4069,100.0,81.25,0.0,18.75,46.2115
5KVE,37.5,60.87,62.5,39.13,16.6645,75.0,26.09,25.0,73.91,12.567
1BQL,0.0,62.5,100.0,37.5,20.2062,0.0,87.5,100.0,12.5,21.8195
5UGY,0.0,81.25,100.0,18.75,77.9714,0.0,84.38,100.0,15.62,76.9459
5DUR,36.84,57.14,63.16,42.86,21.5854,36.84,71.43,63.16,28.57,16.8823
4HWB,52.38,64.0,47.62,36.0,21.5668,90.48,48.0,9.52,52.0,22.7391
4U6V,0.0,76.67,100.0,23.33,39.4554,81.25,63.33,18.75,36.67,13.5379
3GRW,33.33,55.17,66.67,44.83,36.6313,66.67,51.72,33.33,48.28,38.8182
5LQB,100.0,70.83,0.0,29.17,24.6511,93.75,45.83,6.25,54.17,19.9883
3S35,100.0,62.5,0.0,37.5,27.9516,100.0,25.0,0.0,75.0,30.4716
1RJL,100.0,58.33,0.0,41.67,20.3689,0.0,79.17,100.0,20.83,18.7926
3B9K,21.05,62.5,78.95,37.5,12.1195,100.0,29.17,0.0,70.83,16.5489
4OT1,38.46,70.83,61.54,29.17,18.6437,30.77,75.0,69.23,25.0,16.2106
1JRH,100.0,65.22,0.0,34.78,30.3999,100.0,43.48,0.0,56.52,18.9624
4F15,100.0,79.31,0.0,20.69,54.8158,100.0,51.72,0.0,48.28,33.711
2VDK,89.47,44.12,10.53,55.88,28.7377,10.53,100.0,89.47,0.0,28.4045
