,ispred_fscore,ispred_mcc,sppider_fscore,sppider_mcc,dockpred_fscore,dockpred_mcc,logisticregresion_fscore,logisticregresion_mcc,linearregression_fscore,linearregression_mcc,randomforest_fscore,randomforest_mcc,xgboost_fscore,xgboost_mcc
4O9H,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.04651162790697675,0.0005305207760646088
4YDJ,0.2916666666666667,0.07976299510425998,0.16666666666666666,-0.0828909556965839,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606
1FE8,0.0,-0.1716929178792376,0.13333333333333333,-0.013207147529172122,0.0,-0.1716929178792376,0.08888888888888889,-0.06603573764586061,0.044444444444444446,-0.1188643277625491,0.044444444444444446,-0.1188643277625491,0.17777777777777778,0.03962144258751637
4M62,0.35294117647058826,0.3161021868963363,0.19607843137254902,0.14064800538531214,0.47058823529411764,0.44769282302960445,0.39215686274509803,0.35996573227409234,0.35294117647058826,0.3161021868963363,0.23529411764705882,0.1845115507630682,0.19607843137254902,0.14064800538531214
4I77,0.2127659574468085,0.1224764759318462,0.0425531914893617,-0.07239315863629571,0.0,-0.1211105672783312,0.0,-0.1211105672783312,0.0,-0.1211105672783312,0.0,-0.1211105672783312,0.0425531914893617,-0.07239315863629571
1JPS,0.13953488372093023,-0.05990243965090405,0.04651162790697675,-0.1756114256432486,0.0,-0.2334659186394209,0.0,-0.2334659186394209,0.0,-0.2334659186394209,0.0,-0.2334659186394209,0.04651162790697675,-0.1756114256432486
4ZS7,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245
1BQL,0.12121212121212123,-0.07070770835397146,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.060606060606060615,-0.1509705124314526,0.12121212121212123,-0.07070770835397146
5KVG,0.20895522388059704,0.12339864247977197,0.08955223880597014,-0.009104766399606409,0.14925373134328357,0.057146938040082786,0.08955223880597014,-0.009104766399606409,0.08955223880597014,-0.009104766399606409,0.08955223880597014,-0.009104766399606409,0.11940298507462688,0.024021085820238187
5DUR,0.32432432432432434,0.22450662753346864,0.10810810810810811,-0.04490132550669373,0.48648648648648646,0.4265625923135904,0.43243243243243246,0.3592106040535498,0.43243243243243246,0.3592106040535498,0.32432432432432434,0.22450662753346864,0.2702702702702703,0.15715463927342804
4LU5,0.05405405405405406,0.07688609183497809,0.05405405405405406,0.07688609183497809,0.0,-0.027136267706462856,0.05405405405405406,0.07688609183497809,0.05405405405405406,0.07688609183497809,0.0,-0.027136267706462856,0.05405405405405406,0.07688609183497809
4BZ2,0.6938775510204083,0.6624363686764674,0.0,-0.13289409238545302,0.6122448979591837,0.5688680791397709,0.5306122448979592,0.4752997896030744,0.48979591836734687,0.4285156448347261,0.32653061224489793,0.24137906576133306,0.24489795918367344,0.14781077622463654
5T5F,0.3636363636363637,0.24725725372065468,0.3181818181818182,0.19175052329356893,0.5454545454545455,0.46928417542899764,0.4545454545454546,0.3582707145748262,0.4545454545454546,0.3582707145748262,0.3181818181818182,0.19175052329356893,0.3181818181818182,0.19175052329356893
5C0N,0.23333333333333334,0.1604028710967857,0.0,-0.09594190420742321,0.06666666666666667,-0.0227005398347921,0.0,-0.09594190420742321,0.0,-0.09594190420742321,0.0,-0.09594190420742321,0.03333333333333333,-0.05932122202110766
5F9W,0.045454545454545456,-0.02707920408297047,0.13636363636363638,0.0789492288052801,0.18181818181818182,0.1319634452494054,0.18181818181818182,0.1319634452494054,0.13636363636363638,0.0789492288052801,0.09090909090909091,0.025935012361154818,0.09090909090909091,0.025935012361154818
5C7X,0.3125,0.27929746771443903,0.125,0.026599758829946574,0.0,-0.14186538042638175,0.125,0.026599758829946574,0.0625,-0.05763281079821758,0.0625,-0.05763281079821758,0.0625,-0.05763281079821758
