,ispred_fscore,ispred_mcc,sppider_fscore,sppider_mcc,dockpred_fscore,dockpred_mcc,logisticregresion_fscore,logisticregresion_mcc,linearregression_fscore,linearregression_mcc,randomforest_fscore,randomforest_mcc,xgboost_fscore,xgboost_mcc
4U0R,0.13333333333333333,0.016161959104689635,0.17777777777777778,0.0674343810919809,0.13333333333333333,0.016161959104689635,0.13333333333333333,0.016161959104689635,0.13333333333333333,0.016161959104689635,0.13333333333333333,0.016161959104689635,0.13333333333333333,0.016161959104689635
4HF5,0.30769230769230765,0.27254118695729435,0.15384615384615383,0.0884873983627579,0.20512820512820512,0.14983866122760336,0.2564102564102564,0.21118992409244886,0.2564102564102564,0.21118992409244886,0.30769230769230765,0.27254118695729435,0.30769230769230765,0.27254118695729435
4F15,0.6511627906976744,0.6282399949672103,0.13953488372093023,0.015758528301853102,0.046511627906976744,-0.09560173836457547,0.3255813953488372,0.23847906163471025,0.27906976744186046,0.18279892830149597,0.0,-0.15128187169778975,0.046511627906976744,-0.09560173836457547
4K94,0.39024390243902435,0.2772110684764092,0.4390243902439025,0.336752882480145,0.4390243902439025,0.336752882480145,0.4390243902439025,0.336752882480145,0.4390243902439025,0.336752882480145,0.4390243902439025,0.336752882480145,0.4390243902439025,0.336752882480145
5FCU,0.0,-0.04406322783611385,0.0909090909090909,0.07483754568990764,0.04545454545454545,0.0153871589268969,0.04545454545454545,0.0153871589268969,0.04545454545454545,0.0153871589268969,0.04545454545454545,0.0153871589268969,0.04545454545454545,0.0153871589268969
3GJF,0.6666666666666667,0.6434844704953027,0.380952380952381,0.30432193742761277,0.761904761904762,0.7565386481845326,0.6666666666666667,0.6434844704953027,0.6666666666666667,0.6434844704953027,0.5714285714285714,0.5304302928060727,0.5238095238095238,0.47390320396145774
2J4W,0.4117647058823529,0.3834649076900902,0.23529411764705882,0.1602539912734705,0.5294117647058825,0.5322721853011699,0.47058823529411764,0.4578685464956301,0.47058823529411764,0.4578685464956301,0.4117647058823529,0.3834649076900902,0.35294117647058826,0.30906126888455027
5F3B,0.28,0.18914661974755115,0.08,-0.040749329369576114,0.0,-0.132707709016427,0.04,-0.08672851919300156,0.04,-0.08672851919300156,0.04,-0.08672851919300156,0.04,-0.08672851919300156
4AL8,0.186046511627907,0.037049765519333366,0.04651162790697675,-0.1335514803603877,0.23255813953488372,0.09391684747924038,0.23255813953488372,0.09391684747924038,0.23255813953488372,0.09391684747924038,0.13953488372093026,-0.01981731644057366,0.13953488372093026,-0.01981731644057366
5FB8,0.2631578947368421,0.2122303118846814,0.3157894736842105,0.2751133672579203,0.5263157894736842,0.5266455887508761,0.4736842105263157,0.4637625333776371,0.4736842105263157,0.4637625333776371,0.3684210526315789,0.33799642263115925,0.21052631578947367,0.14934725651144246
4GMS,0.3684210526315789,0.28149445897705094,0.15789473684210525,0.025319607421216223,0.052631578947368425,-0.10276781835670114,0.052631578947368425,-0.10276781835670114,0.052631578947368425,-0.10276781835670114,0.10526315789473685,-0.03872410546774246,0.15789473684210525,0.025319607421216223
2DD8,0.4528301886792453,0.4249741228296085,0.0,-0.07211682084381235,0.0,-0.07211682084381235,0.07547169811320754,0.010731669768424457,0.03773584905660377,-0.030692575537693945,0.03773584905660377,-0.030692575537693945,0.03773584905660377,-0.030692575537693945
3RKD,0.5116279069767442,0.4308468624109474,0.0,-0.18535476872363893,0.0,-0.18535476872363893,0.046511627906976744,-0.1293364386204947,0.046511627906976744,-0.1293364386204947,0.0,-0.18535476872363893,0.0,-0.18535476872363893
4K2U,0.2222222222222222,0.06315138145344745,0.2222222222222222,0.06315138145344745,0.2222222222222222,0.06315138145344745,0.2222222222222222,0.06315138145344745,0.27777777777777773,0.13447529462439986,0.2222222222222222,0.06315138145344745,0.2222222222222222,0.06315138145344745
4HC1,0.05405405405405406,-0.058381106610645335,0.2702702702702703,0.22070906157682993,0.05405405405405406,-0.058381106610645335,0.05405405405405406,-0.058381106610645335,0.05405405405405406,-0.058381106610645335,0.0,-0.12815364865751416,0.16216216216216217,0.0811639774830923
2QQN,0.0,-0.0846099089293803,0.0,-0.0846099089293803,0.19607843137254902,0.13596033063158647,0.0,-0.0846099089293803,0.0,-0.0846099089293803,0.0,-0.0846099089293803,0.0,-0.0846099089293803
3CVH,0.27777777777777773,0.13246584043956416,0.0,-0.2250413993831232,0.0,-0.2250413993831232,0.0,-0.2250413993831232,0.0,-0.2250413993831232,0.0,-0.2250413993831232,0.05555555555555555,-0.15353995141858573
3WIH,0.08888888888888888,-0.07534038929120115,0.08888888888888888,-0.07534038929120115,0.22222222222222224,0.08626474573842531,0.13333333333333333,-0.021472010947992327,0.17777777777777776,0.032396367395216494,0.08888888888888888,-0.07534038929120115,0.08888888888888888,-0.07534038929120115
3KS0,0.2857142857142857,0.19976806761782429,0.04081632653061224,-0.08217883718057654,0.0,-0.12916998798031,0.04081632653061224,-0.08217883718057654,0.04081632653061224,-0.08217883718057654,0.04081632653061224,-0.08217883718057654,0.04081632653061224,-0.08217883718057654
5D93,0.05714285714285715,-0.11416462420845695,0.05714285714285715,-0.11416462420845695,0.0,-0.18837162994395398,0.05714285714285715,-0.11416462420845695,0.05714285714285715,-0.11416462420845695,0.1142857142857143,-0.039957618472959935,0.17142857142857143,0.03424938726253709
5A3I,0.15384615384615385,-0.008287419301647449,0.05128205128205127,-0.13536118192690832,0.05128205128205127,-0.13536118192690832,0.05128205128205127,-0.13536118192690832,0.05128205128205127,-0.13536118192690832,0.05128205128205127,-0.13536118192690832,0.10256410256410255,-0.07182430061427789
5F3H,0.3414634146341463,0.27827368386481793,0.3414634146341463,0.27827368386481793,0.5853658536585367,0.5633647631027161,0.6341463414634146,0.6203829789502957,0.6341463414634146,0.6203829789502957,0.3902439024390244,0.3352918997123976,0.43902439024390244,0.3923101155599772
4FP8,0.10526315789473684,-0.25359700089168796,0.10526315789473684,-0.25359700089168796,0.15789473684210528,-0.17920854729679284,0.15789473684210528,-0.17920854729679284,0.15789473684210528,-0.17920854729679284,0.10526315789473684,-0.25359700089168796,0.21052631578947367,-0.1048200937018977
4TSA,0.2978723404255319,0.20900430781595816,0.0851063829787234,-0.03809438122753917,0.3829787234042553,0.3078437834333571,0.2978723404255319,0.20900430781595816,0.2978723404255319,0.20900430781595816,0.2553191489361702,0.15958457000725867,0.2978723404255319,0.20900430781595816
3NFP,0.0,-0.1925243804447558,0.2380952380952381,0.09492521535817822,0.28571428571428575,0.152415134518765,0.14285714285714288,-0.020054622962995396,0.1904761904761905,0.03743529619759141,0.14285714285714288,-0.020054622962995396,0.1904761904761905,0.03743529619759141
5E8E,0.0,-0.08335631866912649,0.0,-0.08335631866912649,0.045454545454545456,-0.028957530058753622,0.0,-0.08335631866912649,0.0,-0.08335631866912649,0.0,-0.08335631866912649,0.0,-0.08335631866912649
1RJL,0.4,-0.020646003475383347,0.33333333333333337,-0.14108102374845288,0.6666666666666667,0.46109407761689475,0.26666666666666666,-0.2615160440215224,0.26666666666666666,-0.2615160440215224,0.26666666666666666,-0.2615160440215224,0.33333333333333337,-0.14108102374845288
1ZTX,0.2926829268292683,0.304785198016463,0.24390243902439024,0.2439830682978039,0.2926829268292683,0.304785198016463,0.2926829268292683,0.304785198016463,0.2926829268292683,0.304785198016463,0.2926829268292683,0.304785198016463,0.0975609756097561,0.0615766791418267
1IQD,0.5,0.37880720420707903,0.0,-0.2651650429449553,0.3333333333333333,0.16414978848973424,0.2222222222222222,0.021044844678171058,0.2222222222222222,0.021044844678171058,0.2777777777777778,0.09259731658395265,0.3333333333333333,0.16414978848973424
5D70,0.028571428571428567,0.004800007328163387,0.11428571428571427,0.09862055872711203,0.0,-0.0264735098048195,0.0,-0.0264735098048195,0.0,-0.0264735098048195,0.057142857142857134,0.03607352446114627,0.028571428571428567,0.004800007328163387
1H0D,0.12244897959183673,0.03605936539655899,0.04081632653061224,-0.057845231990313384,0.2857142857142857,0.22386856017030374,0.08163265306122448,-0.010892933296877195,0.08163265306122448,-0.010892933296877195,0.16326530612244897,0.08301166408999518,0.20408163265306123,0.12996396278343136
4ZSO,0.07692307692307691,-0.003988682695114834,0.1923076923076923,0.1243368674615107,0.07692307692307691,-0.003988682695114834,0.1923076923076923,0.1243368674615107,0.15384615384615383,0.08156168407596885,0.23076923076923075,0.16711205084705252,0.1923076923076923,0.1243368674615107
5D8J,0.3157894736842105,0.2569951740823651,0.0,-0.13101714757140182,0.05263157894736842,-0.066348427295774,0.05263157894736842,-0.066348427295774,0.0,-0.13101714757140182,0.0,-0.13101714757140182,0.15789473684210525,0.06298901325548165
4LQF,0.15384615384615383,-0.05184518715056446,0.05128205128205128,-0.18246812620523334,0.15384615384615383,-0.05184518715056446,0.0,-0.24777959573256778,0.0,-0.24777959573256778,0.10256410256410256,-0.1171566566778989,0.15384615384615383,-0.05184518715056446
5HDQ,0.1702127659574468,0.030506954354828628,0.21276595744680848,0.08062552222347566,0.1702127659574468,0.030506954354828628,0.1702127659574468,0.030506954354828628,0.1702127659574468,0.030506954354828628,0.21276595744680848,0.08062552222347566,0.1702127659574468,0.030506954354828628
4U6V,0.7272727272727274,0.7038666805209448,0.5909090909090908,0.5446587408793025,0.4545454545454546,0.38545080123766023,0.6363636363636364,0.5977280540931833,0.6363636363636364,0.5977280540931833,0.6363636363636364,0.5977280540931833,0.5909090909090908,0.5446587408793025
3MXW,0.10526315789473685,-0.11286190718303661,0.26315789473684204,0.08985820635592087,0.3684210526315789,0.22500494871522586,0.3684210526315789,0.22500494871522586,0.3684210526315789,0.22500494871522586,0.31578947368421056,0.15743157753557335,0.31578947368421056,0.15743157753557335
4JR9,0.3636363636363637,0.1708186887346524,0.6060606060606061,0.5024079080430952,0.5454545454545455,0.41951060321598455,0.5454545454545455,0.41951060321598455,0.5454545454545455,0.41951060321598455,0.5454545454545455,0.41951060321598455,0.4848484848484849,0.3366132983888738
5L0Q,0.12000000000000001,0.026023712991873414,0.12000000000000001,0.026023712991873414,0.31999999999999995,0.2558681854018503,0.12000000000000001,0.026023712991873414,0.12000000000000001,0.026023712991873414,0.19999999999999998,0.11796150195586416,0.15999999999999998,0.07199260747386879
1FBI,0.33333333333333337,0.26739354291647444,0.09523809523809523,-0.01407334436402497,0.23809523809523808,0.15480678800427466,0.19047619047619047,0.09851341054817478,0.19047619047619047,0.09851341054817478,0.19047619047619047,0.09851341054817478,0.19047619047619047,0.09851341054817478
4RGM,0.08333333333333333,0.0036605326818675114,0.0,-0.09186193920686564,0.0,-0.09186193920686564,0.0,-0.09186193920686564,0.0,-0.09186193920686564,0.041666666666666664,-0.04410070326249906,0.041666666666666664,-0.04410070326249906
4DN4,0.29268292682926833,0.22807671281880035,0.04878048780487805,-0.0617707763884251,0.14634146341463417,0.05416821929446509,0.14634146341463417,0.05416821929446509,0.14634146341463417,0.05416821929446509,0.14634146341463417,0.05416821929446509,0.14634146341463417,0.05416821929446509
5KVD,0.041666666666666664,-0.006815079925275867,0.0,-0.054410718758250876,0.0,-0.054410718758250876,0.0,-0.054410718758250876,0.0,-0.054410718758250876,0.0,-0.054410718758250876,0.0,-0.054410718758250876
4G6M,0.13333333333333333,0.0735360205243478,0.0,-0.08354615944389253,0.0,-0.08354615944389253,0.0,-0.08354615944389253,0.0,-0.08354615944389253,0.0,-0.08354615944389253,0.0,-0.08354615944389253
3Q3G,0.43478260869565216,0.3630423198789143,0.21739130434782608,0.11027375745365643,0.043478260869565216,-0.09194109248654983,0.21739130434782608,0.11027375745365643,0.17391304347826086,0.05972004496860487,0.21739130434782608,0.11027375745365643,0.17391304347826086,0.05972004496860487
5IKC,0.04,-0.04275313074710723,0.12000000000000002,0.048269663746733964,0.0,-0.08826452799402783,0.08,0.0027582664998133696,0.08,0.0027582664998133696,0.04,-0.04275313074710723,0.08,0.0027582664998133696
2VXQ,0.37209302325581395,0.39109900476715626,0.2325581395348837,0.21831083110231445,0.41860465116279066,0.44869506265543685,0.3255813953488372,0.33350294687887566,0.3255813953488372,0.33350294687887566,0.41860465116279066,0.44869506265543685,0.41860465116279066,0.44869506265543685
4AEI,0.044444444444444446,-0.17662755184181345,0.0,-0.2317946874564481,0.0,-0.2317946874564481,0.0,-0.2317946874564481,0.0,-0.2317946874564481,0.0,-0.2317946874564481,0.0,-0.2317946874564481
2YPV,0.35,0.07457822756302887,0.5500000000000002,0.3601062988043394,0.5500000000000002,0.3601062988043394,0.6,0.4314883166146671,0.6,0.4314883166146671,0.5500000000000002,0.3601062988043394,0.5500000000000002,0.3601062988043394
4UTA,0.48484848484848486,0.4389453412511892,0.48484848484848486,0.4389453412511892,0.18181818181818182,0.03148553080704733,0.48484848484848486,0.4389453412511892,0.48484848484848486,0.4389453412511892,0.48484848484848486,0.4389453412511892,0.42424242424242425,0.35745337916236086
4Y5V,0.35294117647058826,0.2952941708227841,0.11764705882352941,-0.009438626464655198,0.4117647058823529,0.3714773701446439,0.23529411764705882,0.14292777217906444,0.29411764705882354,0.21911097150092423,0.23529411764705882,0.14292777217906444,0.17647058823529413,0.06674457285720461
3T2N,0.35294117647058826,0.2952941708227841,0.11764705882352941,-0.009438626464655198,0.4117647058823529,0.3714773701446439,0.23529411764705882,0.14292777217906444,0.29411764705882354,0.21911097150092423,0.23529411764705882,0.14292777217906444,0.17647058823529413,0.06674457285720461
2Q8A,0.0,-0.06406642696832812,0.0,-0.06406642696832812,0.044444444444444446,-0.011550437554386079,0.044444444444444446,-0.011550437554386079,0.044444444444444446,-0.011550437554386079,0.044444444444444446,-0.011550437554386079,0.044444444444444446,-0.011550437554386079
1JHL,0.3888888888888889,0.4030621176665016,0.16666666666666666,0.11732699266727868,0.2777777777777778,0.2601945551668901,0.3333333333333333,0.33162833641669587,0.3333333333333333,0.33162833641669587,0.2222222222222222,0.1887607739170844,0.16666666666666666,0.11732699266727868
3EOA,0.0,-0.08247157215992368,0.0,-0.08247157215992368,0.0,-0.08247157215992368,0.0,-0.08247157215992368,0.0,-0.08247157215992368,0.0,-0.08247157215992368,0.0,-0.08247157215992368
3U7Y,0.6382978723404256,0.5830932985786179,0.0,-0.16633695978261512,0.0,-0.16633695978261512,0.0,-0.16633695978261512,0.0,-0.16633695978261512,0.0425531914893617,-0.11637494255853292,0.0851063829787234,-0.06641292533445073
1ORS,0.1,-0.0631331183135481,0.05,-0.12477490312362657,0.1,-0.0631331183135481,0.1,-0.0631331183135481,0.1,-0.0631331183135481,0.15,-0.0014913335034696404,0.1,-0.0631331183135481
2YBR,0.17857142857142858,0.10826196011767475,0.07142857142857144,-0.009653932749346793,0.14285714285714288,0.06895666249533423,0.07142857142857144,-0.009653932749346793,0.07142857142857144,-0.009653932749346793,0.07142857142857144,-0.009653932749346793,0.10714285714285714,0.029651364872993722
4BZ1,0.22222222222222224,0.0033623751814933467,0.044444444444444446,-0.2252791371600542,0.0,-0.28243951524544114,0.0,-0.28243951524544114,0.0,-0.28243951524544114,0.0,-0.28243951524544114,0.044444444444444446,-0.2252791371600542
4NNP,0.0,-0.04269346568870972,0.0,-0.04269346568870972,0.2950819672131147,0.275162805748858,0.19672131147540983,0.16921071526966874,0.22950819672131145,0.20452807876273182,0.0,-0.04269346568870972,0.0,-0.04269346568870972
5TZT,0.27027027027027023,0.055607067440108786,0.27027027027027023,0.055607067440108786,0.3243243243243243,0.1278962551122502,0.27027027027027023,0.055607067440108786,0.27027027027027023,0.055607067440108786,0.3243243243243243,0.1278962551122502,0.3243243243243243,0.1278962551122502
4Y5Y,0.46511627906976744,0.4113385393167832,0.5116279069767442,0.465028445346391,0.41860465116279066,0.35764863328717544,0.558139534883721,0.5187183513759988,0.558139534883721,0.5187183513759988,0.6046511627906976,0.5724082574056065,0.5116279069767442,0.465028445346391
4YK4,0.08695652173913043,-0.0915168349094488,0.043478260869565216,-0.14408228967148756,0.043478260869565216,-0.14408228967148756,0.043478260869565216,-0.14408228967148756,0.043478260869565216,-0.14408228967148756,0.08695652173913043,-0.0915168349094488,0.13043478260869565,-0.03895138014741002
1FSK,0.27906976744186046,0.2224175552708145,0.18604651162790697,0.1143584815771508,0.0,-0.10175966581017656,0.13953488372093023,0.06032894473031896,0.13953488372093023,0.06032894473031896,0.0,-0.10175966581017656,0.046511627906976744,-0.04773012896334472
2R56,0.20338983050847456,0.12933719727548737,0.03389830508474576,-0.056829980621047486,0.10169491525423728,0.017636890537566462,0.03389830508474576,-0.056829980621047486,0.03389830508474576,-0.056829980621047486,0.03389830508474576,-0.056829980621047486,0.06779661016949153,-0.019596545041740514
1OB1,0.11538461538461538,0.052280363769162466,0.11538461538461538,0.052280363769162466,0.11538461538461538,0.052280363769162466,0.11538461538461538,0.052280363769162466,0.11538461538461538,0.052280363769162466,0.07692307692307693,0.00967717794372759,0.07692307692307693,0.00967717794372759
2BDN,0.1791044776119403,0.09027279025992738,0.08955223880597014,-0.009104766399606409,0.14925373134328357,0.057146938040082786,0.08955223880597014,-0.009104766399606409,0.08955223880597014,-0.009104766399606409,0.08955223880597014,-0.009104766399606409,0.11940298507462688,0.024021085820238187
2NYY,0.372093023255814,0.2935894497207532,0.2790697674418605,0.18454193982447342,0.04651162790697675,-0.08807683491622595,0.2790697674418605,0.18454193982447342,0.2790697674418605,0.18454193982447342,0.23255813953488372,0.13001818487633354,0.3255813953488372,0.23906569477261327
4G6J,0.13793103448275862,0.04393428890448207,0.13793103448275862,0.04393428890448207,0.0,-0.11010038665219603,0.0,-0.11010038665219603,0.0,-0.11010038665219603,0.0,-0.11010038665219603,0.034482758620689655,-0.0715917177630265
3LEV,0.29411764705882354,0.16312570821430697,0.05882352941176471,-0.13877858758530592,0.29411764705882354,0.16312570821430697,0.23529411764705885,0.08764963426440374,0.1764705882352941,0.01217356031450052,0.3529411764705882,0.23860178216421019,0.1764705882352941,0.01217356031450052
4YPG,0.19607843137254902,0.06407742091112714,0.15686274509803924,0.018307834546036326,0.5098039215686274,0.4302341118318536,0.47058823529411764,0.38446452546676285,0.47058823529411764,0.38446452546676285,0.23529411764705882,0.10984700727621795,0.3137254901960785,0.20138618000639957
5UGY,0.07272727272727272,-0.00021716481569003456,0.14545454545454545,0.07948232254255265,0.3272727272727273,0.27873104093815937,0.2909090909090909,0.238881297259038,0.3272727272727273,0.27873104093815937,0.2909090909090909,0.238881297259038,0.18181818181818182,0.11933206622167399
5F96,0.5142857142857143,0.34318166459837574,0.4571428571428572,0.26360330759005673,0.28571428571428575,0.02486823656509969,0.34285714285714286,0.10444659357341869,0.34285714285714286,0.10444659357341869,0.28571428571428575,0.02486823656509969,0.28571428571428575,0.02486823656509969
4LEO,0.3529411764705882,0.2621476604530486,0.5294117647058824,0.49046981633151027,0.0588235294117647,-0.1183892660110542,0.3529411764705882,0.2621476604530486,0.29411764705882354,0.18604027516022803,0.29411764705882354,0.18604027516022803,0.2352941176470588,0.10993288986740747
4PP2,0.2857142857142857,0.15862309606831976,0.4571428571428571,0.3794810910725353,0.1714285714285714,0.01138443273217606,0.2857142857142857,0.15862309606831976,0.2857142857142857,0.15862309606831976,0.2857142857142857,0.15862309606831976,0.1714285714285714,0.01138443273217606
1UJ3,0.2926829268292683,0.1079890462789148,0.2926829268292683,0.1079890462789148,0.4390243902439025,0.2950415014406065,0.3902439024390244,0.23269068305337595,0.3902439024390244,0.23269068305337595,0.2926829268292683,0.1079890462789148,0.34146341463414637,0.17033986466614537
1AHW,0.1090909090909091,-0.0004945891176555817,0.1090909090909091,-0.0004945891176555817,0.0,-0.12364727941389542,0.03636363636363636,-0.08259638264848214,0.03636363636363636,-0.08259638264848214,0.0,-0.12364727941389542,0.03636363636363636,-0.08259638264848214
5GGT,0.35000000000000003,0.2814705622879954,0.3,0.2213469183706957,0.3,0.2213469183706957,0.3,0.2213469183706957,0.3,0.2213469183706957,0.25,0.16122327445339601,0.25,0.16122327445339601
1A2Y,0.3157894736842105,0.2795799662724581,0.2631578947368421,0.21430691071896926,0.42105263157894735,0.4101260773794359,0.368421052631579,0.344853021825947,0.42105263157894735,0.4101260773794359,0.368421052631579,0.344853021825947,0.21052631578947367,0.14903385516548037
2ADF,0.28571428571428575,0.18266339873353113,0.4,0.3310774102045252,0.17142857142857143,0.03424938726253709,0.4571428571428572,0.4052844159400222,0.4,0.3310774102045252,0.4571428571428572,0.4052844159400222,0.4,0.3310774102045252
4OGX,0.25,0.04364357804719848,0.31249999999999994,0.13093073414159542,0.0625,-0.21821789023599236,0.25,0.04364357804719848,0.25,0.04364357804719848,0.31249999999999994,0.13093073414159542,0.125,-0.13093073414159542
3RVV,0.42105263157894735,0.2149148698588362,0.31578947368421056,0.0702802181054962,0.15789473684210528,-0.1466717595245138,0.21052631578947367,-0.0743544336478438,0.21052631578947367,-0.0743544336478438,0.2631578947368421,-0.0020371077711738026,0.42105263157894735,0.2149148698588362
5CZX,0.28,0.19538385588108362,0.23999999999999996,0.15017431176373025,0.16,0.05975522352902356,0.28,0.19538385588108362,0.28,0.19538385588108362,0.2,0.10496476764637691,0.16,0.05975522352902356
4O9H,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.0,-0.058357285367106965,0.04651162790697675,0.0005305207760646088
4YDJ,0.2916666666666667,0.07976299510425998,0.16666666666666666,-0.0828909556965839,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606,0.20833333333333331,-0.028672972096302606
3GI8,0.0,-0.09847759060500975,0.0,-0.09847759060500975,0.04081632653061225,-0.05234861395318939,0.0,-0.09847759060500975,0.0,-0.09847759060500975,0.0,-0.09847759060500975,0.0816326530612245,-0.006219637301369037
1A14,0.25531914893617025,0.1219168810210569,0.25531914893617025,0.1219168810210569,0.12765957446808512,-0.02997956090681727,0.1702127659574468,0.02065258640247412,0.1702127659574468,0.02065258640247412,0.2978723404255319,0.1725490283303483,0.21276595744680848,0.07128473371176551
1FE8,0.0,-0.1716929178792376,0.13333333333333333,-0.013207147529172122,0.0,-0.1716929178792376,0.08888888888888889,-0.06603573764586061,0.044444444444444446,-0.1188643277625491,0.044444444444444446,-0.1188643277625491,0.17777777777777778,0.03962144258751637
4JPW,0.0,-0.07832557573750172,0.0,-0.07832557573750172,0.20833333333333334,0.16108756103826036,0.0,-0.07832557573750172,0.0,-0.07832557573750172,0.0,-0.07832557573750172,0.041666666666666664,-0.0304429483823493
4M62,0.35294117647058826,0.3161021868963363,0.19607843137254902,0.14064800538531214,0.47058823529411764,0.44769282302960445,0.39215686274509803,0.35996573227409234,0.35294117647058826,0.3161021868963363,0.23529411764705882,0.1845115507630682,0.19607843137254902,0.14064800538531214
3U9P,0.0,-0.12139643253876545,0.08695652173913043,-0.01994545849014199,0.2608695652173913,0.18295648960710492,0.13043478260869565,0.030780028534169737,0.13043478260869565,0.030780028534169737,0.13043478260869565,0.030780028534169737,0.08695652173913043,-0.01994545849014199
5KVF,0.08333333333333333,-0.03983963700165174,0.125,0.008259436939366824,0.20833333333333331,0.10445758482140394,0.16666666666666666,0.05635851088038538,0.20833333333333331,0.10445758482140394,0.20833333333333331,0.10445758482140394,0.16666666666666666,0.05635851088038538
5TZ2,0.0,-0.0827605888602368,0.0,-0.0827605888602368,0.0,-0.0827605888602368,0.0,-0.0827605888602368,0.0,-0.0827605888602368,0.0,-0.0827605888602368,0.04081632653061224,-0.03678248393788302
4I77,0.2127659574468085,0.1224764759318462,0.0425531914893617,-0.07239315863629571,0.0,-0.1211105672783312,0.0,-0.1211105672783312,0.0,-0.1211105672783312,0.0,-0.1211105672783312,0.0425531914893617,-0.07239315863629571
1JPS,0.13953488372093023,-0.05990243965090405,0.04651162790697675,-0.1756114256432486,0.0,-0.2334659186394209,0.0,-0.2334659186394209,0.0,-0.2334659186394209,0.0,-0.2334659186394209,0.04651162790697675,-0.1756114256432486
5F9O,0.32653061224489793,0.25389150962122575,0.4489795918367347,0.39349102134222125,0.16326530612244897,0.06775882732656506,0.3673469387755102,0.3004246801948909,0.3673469387755102,0.3004246801948909,0.4489795918367347,0.39349102134222125,0.3673469387755102,0.3004246801948909
3L5X,0.23529411764705882,0.10043377772260369,0.0392156862745098,-0.13029246839689126,0.3137254901960784,0.19272427617040166,0.1568627450980392,0.008143279274805704,0.1568627450980392,0.008143279274805704,0.19607843137254902,0.05428852849870469,0.11764705882352941,-0.03800196994909329
3VG9,0.22580645161290322,0.14806694568390946,0.06451612903225808,-0.029550515699124178,0.12903225806451615,0.04149646885408927,0.06451612903225808,-0.029550515699124178,0.06451612903225808,-0.029550515699124178,0.06451612903225808,-0.029550515699124178,0.06451612903225808,-0.029550515699124178
4ZS7,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245,0.0,-0.04581544017109245
1EGJ,0.0,-0.06878635531436159,0.05,-0.006420059829340415,0.0,-0.06878635531436159,0.0,-0.06878635531436159,0.0,-0.06878635531436159,0.0,-0.06878635531436159,0.05,-0.006420059829340415
