1OB1,100.0,65.22,0.0,34.78,23.2312,76.92,73.91,23.08,26.09,16.0844,76.92,52.17,23.08,47.83,15.6942
1JPS,0.0,51.72,100.0,48.28,36.0949,0.0,100.0,100.0,0.0,44.2025,100.0,34.48,0.0,65.52,44.0458
1UJ3,0.0,51.72,100.0,48.28,36.2731,0.0,100.0,100.0,0.0,44.495,100.0,34.48,0.0,65.52,44.2101
4GMS,100.0,66.67,0.0,33.33,77.842,100.0,61.11,0.0,38.89,46.2689,0.0,69.44,100.0,30.56,49.7301
5HYS,0.0,93.1,100.0,6.9,34.9217,0.0,100.0,100.0,0.0,37.7471,0.0,75.86,100.0,24.14,36.0243
4D3C,0.0,55.56,100.0,44.44,25.1159,0.0,33.33,100.0,66.67,25.2003,0.0,66.67,100.0,33.33,28.3993
1TPX,100.0,77.78,0.0,22.22,32.7647,100.0,55.56,0.0,44.44,21.7402,0.0,37.04,100.0,62.96,29.9823
1QFU,100.0,80.56,0.0,19.44,56.5319,100.0,55.56,0.0,44.44,38.9289,100.0,52.78,0.0,47.22,48.1614
5KVE,75.0,64.0,25.0,36.0,21.9509,75.0,68.0,25.0,32.0,21.0008,6.25,64.0,93.75,36.0,15.5558
4HCR,0.0,78.57,100.0,21.43,51.526,100.0,57.14,0.0,42.86,23.489,100.0,67.86,0.0,32.14,50.3124
5F3H,0.0,69.7,100.0,30.3,37.9353,100.0,33.33,0.0,66.67,55.2874,0.0,96.97,100.0,3.03,41.9891
5JHL,0.0,85.29,100.0,14.71,89.717,0.0,52.94,100.0,47.06,92.6118,100.0,26.47,0.0,73.53,91.7218
1BVK,100.0,50.0,0.0,50.0,25.2485,100.0,75.0,0.0,25.0,23.7573,100.0,66.67,0.0,33.33,26.7546
4JPW,100.0,53.12,0.0,46.88,32.7227,100.0,31.25,0.0,68.75,32.009,100.0,53.12,0.0,46.88,34.8743
2VXQ,66.67,69.57,33.33,30.43,17.1735,100.0,39.13,0.0,60.87,17.1402,46.67,34.78,53.33,65.22,12.7138
4PP2,100.0,89.29,0.0,10.71,34.1356,0.0,100.0,100.0,0.0,23.8975,0.0,85.71,100.0,14.29,20.5698
5CBA,100.0,45.45,0.0,54.55,19.5095,78.57,40.91,21.43,59.09,14.4958,100.0,59.09,0.0,40.91,21.5593
4OGX,13.79,86.21,86.21,13.79,18.9563,93.1,44.83,6.9,55.17,20.0051,100.0,55.17,0.0,44.83,25.0263
5MVZ,94.44,57.69,5.56,42.31,16.3969,100.0,26.92,0.0,73.08,20.6671,0.0,96.15,100.0,3.85,17.949
4JR9,100.0,54.55,0.0,45.45,36.5204,0.0,100.0,100.0,0.0,29.763,0.0,72.73,100.0,27.27,32.9194
4DN4,100.0,71.43,0.0,28.57,19.9067,100.0,28.57,0.0,71.43,19.3535,100.0,38.1,0.0,61.9,22.2256
5UGY,100.0,53.57,0.0,46.43,34.7724,0.0,82.14,100.0,17.86,31.2131,100.0,46.43,0.0,53.57,31.2249
4TSA,100.0,50.0,0.0,50.0,21.6209,100.0,75.0,0.0,25.0,20.4669,100.0,66.67,0.0,33.33,24.3837
4G6J,71.43,57.69,28.57,42.31,17.6352,100.0,23.08,0.0,76.92,19.1608,28.57,69.23,71.43,30.77,19.2735
3L5X,0.0,54.17,100.0,45.83,17.6646,90.0,62.5,10.0,37.5,21.6931,100.0,41.67,0.0,58.33,25.473
5E8E,0.0,62.16,100.0,37.84,63.5112,100.0,48.65,0.0,51.35,70.4515,100.0,48.65,0.0,51.35,74.672
4Y5Y,57.14,57.14,42.86,42.86,19.5376,52.38,78.57,47.62,21.43,16.722,100.0,89.29,0.0,10.71,42.1054
1FBI,20.0,87.5,80.0,12.5,19.2484,100.0,50.0,0.0,50.0,19.1707,66.67,70.83,33.33,29.17,23.9049
1NCA,100.0,68.75,0.0,31.25,30.8131,100.0,50.0,0.0,50.0,25.0936,100.0,53.12,0.0,46.88,26.1981
4YPG,100.0,57.69,0.0,42.31,18.6717,100.0,69.23,0.0,30.77,20.4648,17.39,73.08,82.61,26.92,18.1404
1IQD,100.0,80.77,0.0,19.23,31.3195,100.0,76.92,0.0,23.08,31.4472,100.0,65.38,0.0,34.62,29.5811
4RGM,35.29,48.28,64.71,51.72,21.5636,100.0,51.72,0.0,48.28,20.8997,100.0,55.17,0.0,44.83,20.1517
1FSK,18.75,48.15,81.25,51.85,13.4476,6.25,96.3,93.75,3.7,19.4812,87.5,51.85,12.5,48.15,20.0455
3KS0,0.0,100.0,100.0,0.0,44.7474,0.0,100.0,100.0,0.0,46.1204,0.0,100.0,100.0,0.0,49.6107
5TZ2,100.0,70.83,0.0,29.17,41.5351,100.0,70.83,0.0,29.17,56.6611,100.0,62.5,0.0,37.5,43.7158
5F96,0.0,71.88,100.0,28.12,29.4596,100.0,34.38,0.0,65.62,31.6905,100.0,50.0,0.0,50.0,32.4122
3PGF,0.0,100.0,100.0,0.0,52.4908,0.0,63.16,100.0,36.84,57.8813,0.0,81.58,100.0,18.42,60.2182
4PP1,0.0,85.71,100.0,14.29,26.1091,0.0,100.0,100.0,0.0,23.7014,0.0,96.43,100.0,3.57,24.3418
1FE8,0.0,73.08,100.0,26.92,21.8113,100.0,61.54,0.0,38.46,25.9601,100.0,76.92,0.0,23.08,26.1835
5HDQ,0.0,63.33,100.0,36.67,32.156,100.0,60.0,0.0,40.0,28.125,0.0,70.0,100.0,30.0,29.446
1WEJ,0.0,54.17,100.0,45.83,16.232,100.0,58.33,0.0,41.67,16.6634,100.0,54.17,0.0,45.83,18.2649
3NH7,100.0,87.5,0.0,12.5,41.3942,61.9,41.67,38.1,58.33,23.2861,100.0,62.5,0.0,37.5,38.7417
3GJF,0.0,55.88,100.0,44.12,33.3718,100.0,50.0,0.0,50.0,45.0051,100.0,70.59,0.0,29.41,45.8781
5A3I,0.0,77.78,100.0,22.22,45.4483,100.0,30.56,0.0,69.44,46.9,100.0,58.33,0.0,41.67,48.7908
4OII,100.0,30.77,0.0,69.23,22.5449,19.05,92.31,80.95,7.69,18.2074,23.81,96.15,76.19,3.85,19.9491
4KUC,0.0,89.66,100.0,10.34,32.0777,100.0,68.97,0.0,31.03,38.0699,100.0,51.72,0.0,48.28,36.6925
1ORS,100.0,37.04,0.0,62.96,34.709,10.0,81.48,90.0,18.52,23.1225,0.0,59.26,100.0,40.74,32.5427
4DGI,100.0,87.5,0.0,12.5,27.0734,0.0,70.83,100.0,29.17,20.2697,0.0,66.67,100.0,33.33,29.2471
4LU5,100.0,27.27,0.0,72.73,20.3235,0.0,86.36,100.0,13.64,19.7501,0.0,81.82,100.0,18.18,21.004
4OT1,38.46,83.33,61.54,16.67,17.7483,61.54,91.67,38.46,8.33,16.6013,38.46,50.0,61.54,50.0,15.1687
4L5F,100.0,30.43,0.0,69.57,23.6481,100.0,39.13,0.0,60.87,29.3999,100.0,39.13,0.0,60.87,25.8145
3BGF,100.0,65.22,0.0,34.78,87.3755,100.0,80.43,0.0,19.57,111.5038,100.0,67.39,0.0,32.61,99.3188
5B3J,100.0,84.38,0.0,15.62,44.631,100.0,34.38,0.0,65.62,40.3812,0.0,84.38,100.0,15.62,44.9889
3WIH,0.0,79.31,100.0,20.69,67.3476,100.0,75.86,0.0,24.14,56.8894,0.0,51.72,100.0,48.28,68.1592
4XAK,76.92,64.29,23.08,35.71,22.3563,100.0,67.86,0.0,32.14,23.159,100.0,82.14,0.0,17.86,39.4728
2BDN,64.71,66.67,35.29,33.33,14.7766,82.35,42.86,17.65,57.14,13.4305,64.71,42.86,35.29,57.14,16.9797
1LK3,58.82,50.0,41.18,50.0,41.8698,58.82,80.77,41.18,19.23,33.3721,58.82,53.85,41.18,46.15,38.6665
3PNW,100.0,50.0,0.0,50.0,33.8914,100.0,86.36,0.0,13.64,22.2472,0.0,50.0,100.0,50.0,29.744
5I9Q,13.64,71.88,86.36,28.12,27.1082,100.0,18.75,0.0,81.25,33.3787,100.0,46.88,0.0,53.12,35.6215
4O9H,0.0,73.08,100.0,26.92,24.268,100.0,53.85,0.0,46.15,28.584,100.0,57.69,0.0,42.31,28.0866
5L0Q,100.0,57.69,0.0,42.31,50.2592,20.0,50.0,80.0,50.0,14.6361,100.0,80.77,0.0,19.23,47.4519
4F15,0.0,80.56,100.0,19.44,48.3901,0.0,100.0,100.0,0.0,45.7453,100.0,80.56,0.0,19.44,59.152
2FD6,100.0,32.26,0.0,67.74,36.0946,0.0,70.97,100.0,29.03,20.8306,100.0,64.52,0.0,35.48,32.7104
4YDJ,100.0,59.38,0.0,40.62,29.8748,100.0,34.38,0.0,65.62,31.0531,100.0,50.0,0.0,50.0,32.3363
3LIZ,0.0,77.42,100.0,22.58,31.4083,11.11,96.77,88.89,3.23,29.0266,0.0,90.32,100.0,9.68,31.6708
4M62,93.33,56.0,6.67,44.0,20.251,66.67,68.0,33.33,32.0,16.2016,100.0,68.0,0.0,32.0,19.0755
1ZTX,100.0,75.0,0.0,25.0,27.0583,6.67,83.33,93.33,16.67,17.0086,100.0,45.83,0.0,54.17,21.8399
2Q8A,100.0,70.97,0.0,29.03,37.6047,100.0,48.39,0.0,51.61,36.113,0.0,74.19,100.0,25.81,33.1632
4FP8,0.0,100.0,100.0,0.0,53.7492,0.0,88.89,100.0,11.11,53.4794,100.0,72.22,0.0,27.78,68.7355
5F9O,4.55,78.12,95.45,21.88,28.6891,100.0,34.38,0.0,65.62,31.373,100.0,50.0,0.0,50.0,32.1773
4LEO,0.0,65.79,100.0,34.21,57.1088,0.0,55.26,100.0,44.74,59.2594,0.0,68.42,100.0,31.58,54.8971
4CNI,0.0,69.23,100.0,30.77,25.2516,14.29,53.85,85.71,46.15,25.3701,0.0,57.69,100.0,42.31,26.1768
4ETQ,100.0,50.0,0.0,50.0,23.5111,100.0,39.29,0.0,60.71,23.9845,31.82,75.0,68.18,25.0,21.7428
4ZPT,75.0,53.57,25.0,46.43,24.1872,100.0,71.43,0.0,28.57,22.1077,81.25,50.0,18.75,50.0,18.5961
5D93,100.0,69.44,0.0,30.56,51.634,100.0,36.11,0.0,63.89,40.3238,47.37,66.67,52.63,33.33,40.3223
1H0D,100.0,58.33,0.0,41.67,21.3976,100.0,41.67,0.0,58.33,25.5579,0.0,62.5,100.0,37.5,16.6859
3EOA,100.0,55.56,0.0,44.44,26.474,100.0,40.74,0.0,59.26,26.944,100.0,33.33,0.0,66.67,25.5762
5DUM,100.0,53.57,0.0,46.43,24.2926,0.0,75.0,100.0,25.0,21.7283,0.0,96.43,100.0,3.57,24.4858
5TZU,100.0,70.83,0.0,29.17,38.9301,100.0,70.83,0.0,29.17,52.3453,100.0,62.5,0.0,37.5,40.6087
5KVF,66.67,64.0,33.33,36.0,21.7973,66.67,68.0,33.33,32.0,20.9464,6.67,52.0,93.33,48.0,16.8246
5LQB,0.0,41.67,100.0,58.33,22.2131,100.0,62.5,0.0,37.5,21.5389,23.08,62.5,76.92,37.5,17.8028
1AHW,0.0,51.72,100.0,48.28,36.2419,0.0,100.0,100.0,0.0,44.3737,100.0,34.48,0.0,65.52,44.045
