3IDX,0.08,0.01
3IU3,0.27,0.1
3JWD,0,-0.07
3KR3,0.46,0.2
3KS0,0.18,0.04
3L5W,0.06,-0.1
3L5X,0.06,-0.1
3LD8,0.04,-0.02
3LEV,0.22,0.18
3LIZ,0,-0.09
3MA9,0.38,0.29
3MXW,0.17,0.02
3NFP,0.31,0.18
3NGB,0.07,-0.02
3NH7,0.09,-0.21
3PGF,0.62,0.59
3PNW,0.39,0.13
3Q1S,0.17,0.03
3Q3G,0.47,0.41
3RKD,0,-0.18
3RVV,0,-0.11
3S35,0,-0.23
3S37,0.43,0.3
3SKJ,0.47,0.41
3SQO,0,-0.06
3T2N,0.65,0.64
3THM,0.45,0.26
3U2S,0.16,-0.04
3U7Y,0.18,0.09
3U9P,0.05,-0.09
3UC0,0,-0.22
3V6O,0.24,0.18
3VG9,0,-0.11
3VI3,0,-0.07
3W9E,0.67,0.62
3WIH,0.63,0.57
3WKM,0.59,0.52
3WXV,0.04,-0.04
3X3F,0.3,0.12
3ZKM,0.37,0.32
4AEI,0.17,-0.13
4AG4,0,-0.08
4AL8,0.06,-0.12
4BZ1,0.17,0.01
4BZ2,0.33,0.16
4CMH,0,-0.13
4CNI,0.1,-0.02
4D3C,0.11,-0.0
4DGI,0.06,-0.13
4DN4,0.13,-0.15
4DQO,0.18,0.01
4DTG,0.11,-0.29
4EDW,0.39,0.25
4ETQ,0.24,0.14
4F15,0,-0.09
4F2M,0.37,0.32
4F37,0.42,0.4
4FFY,0.33,0.11
4FP8,0.16,0.08
4FQJ,0.32,0.27
4G6J,0.04,-0.14
4G6M,0.09,-0.07
4GMS,0.04,-0.04
4H8W,0.47,0.45
4HC1,0.13,0.02
4HCR,0.33,0.24
4HF5,0,-0.09
4HJ0,0.8,0.76
4HKX,0,-0.13
4HWB,0.04,-0.21
4I77,0.05,-0.21
4IJ3,0.37,0.3
4IRZ,0,-0.07
4J6R,0.03,-0.09
4JLR,0.17,-0.0
4JPK,0.12,-0.04
4JPW,0.22,0.14
4JR9,0,-0.06
4JZJ,0.29,0.23
4K2U,0,-0.1
4K3J,0.22,0.19
4K94,0.12,-0.0
4KI5,0.22,0.08
4KUC,0.19,0.13
4L5F,0,-0.22
4LEO,0.21,0.19
4LF3,0.68,0.63
4LIQ,0.04,-0.01
4LQF,0,-0.25
4LSU,0.15,0.05
4LU5,0.05,-0.2
4LVN,0,-0.08
4M48,0,-0.05
4M62,0.7,0.68
4MWF,0.56,0.57
4NNP,0.47,0.47
4NZR,0.63,0.6
4O58,0.12,0.06
4O9H,0.05,-0.1
4OGX,0,-0.16
4OII,0.17,0.04
4OKV,0,-0.32
4OT1,0.16,0.02
4PP1,0,-0.14
4PP2,0,-0.13
4QCI,0.58,0.51
4QTI,0.24,0.21
4QWW,0.3,0.27
4RGM,0.18,0.09
4RWY,0.09,-0.02
4TSA,0.59,0.48
4U0R,0,-0.08
4U6V,0.57,0.56
4UTA,0,-0.03
4UV7,0.17,0.19
4XAK,0.56,0.56
4XMP,0.11,-0.01
4XNY,0.12,0.01
4XVS,0,-0.1
4XWG,0.61,0.62
4Y5V,0.63,0.58
4Y5Y,0.61,0.57
4YDJ,0.07,-0.04
4YDK,0.09,-0.02
4YK4,0,-0.1
4YPG,0.24,0.09
4YQX,0.32,0.21
4YUE,0.58,0.51
4YWG,0.44,0.37
4Z5R,0.43,0.33
4ZPT,0.59,0.57
4ZS7,0.13,-0.03
4ZSO,0.3,0.24
5A3I,0.08,0.02
5B3J,0,-0.08
5BV7,0,-0.09
5C0N,0.26,0.26
5C7X,0.72,0.65
5CBA,0.53,0.37
5CZX,0.33,0.28
5D70,0.62,0.56
5D8J,0.56,0.48
5D93,0.24,0.16
5DHV,0.35,0.13
5DUM,0.05,-0.08
5DUR,0.47,0.41
5E8E,0,-0.09
5E94,0.35,0.22
5EN2,0.04,-0.15
5F3B,0.1,-0.1
5F3H,0.1,-0.09
5F96,0.07,-0.01
5F9O,0,-0.09
5F9W,0.03,-0.07
5FB8,0.83,0.78
5FCU,0.42,0.27
5FHX,0.34,0.28
5GGT,0.59,0.56
5H35,0.04,-0.1
5HDQ,0.18,0.13
5HYS,0,-0.1
5I9Q,0,-0.09
5IES,0.29,0.17
5IKC,0.46,0.35
5JHL,0.38,0.47
5JQ6,0.23,0.16
5K59,0.52,0.57
5K9K,0,-0.06
5KJR,0.45,0.43
5KVD,0,-0.25
5KVE,0.41,0.28
5KVF,0.26,0.11
5KVG,0,-0.25
5KW9,0,-0.09
5L0Q,0.39,0.37
5L6Y,0.29,0.18
5LQB,0.4,0.3
5MES,0.38,0.33
5MVZ,0.09,-0.07
5SX4,0.43,0.35
5SY8,0.47,0.43
5T5F,0.44,0.43
5TZ2,0,-0.2
5TZT,0,-0.15
5TZU,0,-0.23
5UGY,0.04,-0.07
3SE9,0.07,-0.03
