4LSU,0.12,0.02
1FBI,0,-0.17
4RWY,0.09,-0.01
1E6J,0,-0.1
5FHX,0.4,0.35
5HDQ,0.05,-0.03
3I50,0.24,0.22
5C7X,0.68,0.6
2XQB,0.49,0.35
3BGF,0.24,0.15
1SY6,0.21,0.15
4Y5V,0.71,0.67
4HCR,0.12,0.01
5KVD,0.09,-0.13
4XMP,0.28,0.2
4RGM,0.4,0.35
3NH7,0.37,0.16
4PP2,0,-0.12
3RVV,0,-0.1
1IQD,0.59,0.54
4YDJ,0.21,0.13
2XQY,0,-0.06
4XAK,0.42,0.39
5F9O,0,-0.08
1OSP,0.76,0.76
4IJ3,0.33,0.26
3D85,0.19,0.05
5F3H,0.31,0.16
2R29,0,-0.25
1FJ1,0.71,0.72
5DUM,0,-0.12
5E8E,0.14,0.09
1JPS,0.33,0.24
2J4W,0.27,-0.29
5IES,0.29,0.17
3LEV,0.17,0.12
3SE9,0.03,-0.06
3L5X,0.24,0.14
1EZV,0.18,0.07
5CBA,0.59,0.45
4MWF,0.21,0.13
4TSA,0.29,0.08
4QWW,0.22,0.19
2YPV,0.38,0.32
3HI6,0.58,0.53
1A2Y,0.51,0.45
4ETQ,0.2,0.1
5JHL,0.33,0.4
4FFY,0.37,0.17
2OZ4,0.33,0.28
4HJ0,0.55,0.44
1RJL,0,-0.23
4CNI,0.05,-0.07
4NZR,0.44,0.39
4DN4,0.58,0.49
2CMR,0.27,0.19
2FD6,0,-0.09
1NSN,0.84,0.82
4JPK,0.12,-0.04
1C08,0.05,-0.13
5L0Q,0.39,0.38
2EIZ,0.1,-0.08
3NFP,0.31,0.18
4D3C,0.33,0.28
4KI5,0.27,0.14
3HMX,0.08,0.0
4JR9,0.05,0.01
4AEI,0.4,0.18
5E94,0.5,0.41
2QQN,0.05,-0.06
2DD8,0.21,0.11
1NCA,0.19,0.14
5C0N,0.19,0.17
1YY9,0,-0.05
1JHL,0.4,0.35
4QTI,0.14,0.09
1BGX,0.89,0.89
5D70,0.46,0.37
4I77,0,-0.28
3PGF,0.69,0.68
4K2U,0.05,-0.02
5EN2,0.09,-0.09
5KVG,0,-0.25
5FCU,0.51,0.39
4HC1,0,-0.13
1A14,0.2,0.15
4IRZ,0,-0.05
3UC0,0.05,-0.15
1H0D,0.49,0.4
4UTA,0,-0.03
5F9W,0.03,-0.06
4K3J,0.07,0.03
3WKM,0.59,0.52
4DTG,0.16,-0.21
4L5F,0,-0.22
4PP1,0,-0.12
5K9K,0,-0.05
4JLR,0.34,0.22
4G6J,0.13,-0.03
4O58,0,-0.08
5TZU,0.19,0.0
1ZTX,0.11,-0.09
2VDK,0,-0.06
1N8Z,0.18,0.16
4O9H,0.1,-0.04
3KS0,0.48,0.44
5LQB,0.5,0.42
4H8W,0.27,0.23
3CVH,0.08,0.0
5SY8,0.47,0.44
3PNW,0.28,-0.03
4YK4,0,-0.1
3NGB,0,-0.09
2BDN,0.11,-0.24
2XRA,0.23,0.15
4LF3,0.42,0.29
2NYY,0.17,0.16
4JZJ,0.29,0.23
3S35,0.19,0.01
5MES,0.38,0.33
5MVZ,0.05,-0.13
5CZX,0.09,0.01
2ADF,0.52,0.5
4AL8,0.12,-0.04
3RKD,0.04,-0.13
5HYS,0.1,0.01
4XNY,0.09,-0.01
1QFU,0.27,0.22
1MLC,0.74,0.73
5D93,0.45,0.4
4JPW,0.13,0.04
3Q1S,0.22,0.1
2YBR,0.42,0.25
4F15,0,-0.08
4ZS7,0.27,0.13
3L5W,0.18,0.06
3IU3,0.18,-0.01
4HKX,0.09,-0.02
4M48,0.04,0.0
5KJR,0.29,0.25
1G9M,0.14,0.1
5TZ2,0.26,0.13
4BZ2,0.19,-0.02
5IKC,0.51,0.43
2UZI,0.73,0.7
1HYS,0.32,0.37
3ZKM,0.47,0.43
5KVF,0.26,0.11
5KW9,0,-0.09
4G6M,0,-0.17
4LEO,0.07,0.03
4U0R,0,-0.08
5F96,0,-0.09
5H35,0.38,0.29
4DGI,0.24,0.11
4YWG,0.44,0.37
1MHP,0.49,0.45
1W72,0.09,0.02
4F37,0.55,0.56
1XIW,0,-0.28
1FSK,0.7,0.68
3Q3G,0.47,0.41
3KR3,0.36,0.05
3IDX,0.04,-0.03
3JWD,0.21,0.17
5DUR,0.34,0.27
4CMH,0.04,-0.08
4Y5Y,0.49,0.42
3VI3,0,-0.06
5TZT,0,-0.15
2J88,0.34,0.37
5UGY,0,-0.1
3GI8,0.08,0.04
4OGX,0.49,0.42
1JRH,0.79,0.77
4XWG,0.37,0.35
1FE8,0.65,0.62
4YUE,0.32,0.18
4XVS,0.03,-0.06
3WIH,0.51,0.43
4OT1,0.05,-0.12
5D8J,0.42,0.32
2ZCH,0,-0.11
1TPX,0.24,0.06
3EOA,0.1,-0.0
1BQL,0.05,-0.09
3HI1,0.22,0.14
1AHW,0.81,0.8
4QCI,0.37,0.24
