4Y5Y,0.12,-0.0
1H0D,0.44,0.34
4M62,0.45,0.39
5H35,0.21,0.1
2NY7,0.33,0.27
2NYY,0.14,0.13
1FBI,0.21,0.08
2XWT,0.36,0.27
4NZR,0.33,0.26
3B9K,0.28,0.12
2JEL,0.7,0.64
1RJL,0.43,0.33
5TZT,0.3,0.27
4F15,0.05,-0.02
1NCA,0.45,0.42
4QWW,0.33,0.32
5F9O,0.33,0.28
3JWD,0.17,0.13
4TSA,0.29,0.08
5C7X,0.55,0.44
1JPS,0.45,0.38
3GRW,0.29,0.17
3SE9,0.37,0.32
1EO8,0.13,0.07
5L6Y,0.29,0.18
4PP2,0.21,0.12
1NSN,0.42,0.32
4M48,0.04,0.0
4U0R,0,-0.08
4LEO,0.11,0.07
4K2U,0.05,-0.02
1LK3,0.43,0.33
4F2M,0.37,0.32
1FJ1,0.5,0.48
2ADF,0.29,0.22
4YDJ,0.14,0.05
4I77,0.33,0.15
4Y5V,0.35,0.27
3HI6,0.49,0.42
4DN4,0.58,0.49
3THM,0.4,0.19
3GI8,0.16,0.13
5JQ6,0.26,0.21
5D8J,0.28,0.15
4FQJ,0.2,0.13
3EOA,0.25,0.18
1A14,0.31,0.28
3T2N,0.42,0.39
4OT1,0.27,0.15
2VDK,0.19,0.15
4PP1,0.12,0.02
1G9M,0.27,0.26
4ETQ,0.48,0.42
5A3I,0.17,0.12
3NFP,0.05,-0.14
5K9K,0.15,0.12
1FE8,0.13,0.02
4FFY,0.42,0.23
4XWG,0.24,0.21
1BGX,0.06,0.01
1XIW,0.05,-0.21
5KJR,0.2,0.16
3S37,0.29,0.12
5K59,0.19,0.17
4CMH,0.15,0.04
4KI5,0.22,0.09
5TZU,0.42,0.29
3S35,0.33,0.19
1W72,0.17,0.12
2Q8A,0.38,0.34
1FSK,0.51,0.46
1JRH,0.26,0.09
2ARJ,0.1,-0.1
4LQF,0.19,0.0
4RWY,0.36,0.29
1MHP,0.29,0.22
4DQO,0.24,0.09
3CVH,0.12,0.05
4YUE,0.32,0.18
3B2U,0.17,0.06
4H8W,0.24,0.18
3IU3,0,-0.24
2ZCH,0.23,0.16
5F3B,0.25,0.09
4HWB,0.17,-0.04
4GMS,0,-0.08
2DD8,0.6,0.55
4AEI,0.34,0.1
4JZJ,0,-0.1
4JPK,0.35,0.24
2XRA,0.33,0.26
4FP8,0.04,-0.05
4YDK,0.28,0.2
1BVK,0.39,0.28
4BZ2,0.14,-0.08
3NH7,0.56,0.41
5I9Q,0.29,0.24
4K3J,0,-0.05
