4LVN,0,-0.07
4QWW,0.41,0.4
2ZCH,0.14,0.05
5A3I,0,-0.08
3S35,0,-0.23
3NFP,0.31,0.18
4F2M,0.47,0.45
5K59,0.48,0.52
3WIH,0.51,0.43
2OZ4,0.45,0.42
3IU3,0.05,-0.18
4AEI,0.29,0.02
4ETQ,0.12,0.01
1AHW,0,-0.13
3VG9,0,-0.11
4DN4,0.26,0.04
3BGF,0,-0.13
3EOA,0.3,0.23
5DUM,0,-0.12
3GRW,0.29,0.17
4K3J,0,-0.05
1UJ3,0,-0.13
1BGX,0.04,-0.01
4IJ3,0.53,0.49
5DUR,0.17,0.08
4ZPT,0.27,0.2
4XAK,0.42,0.39
4NNP,0.42,0.42
5KVE,0.15,-0.04
5D93,0.73,0.72
2DD8,0.09,-0.04
3HMX,0,-0.09
4LU5,0,-0.27
4PP2,0,-0.12
3PGF,0.55,0.52
2AEP,0.19,0.14
4QTI,0,-0.08
1MLC,0,-0.17
4Y5V,0.47,0.4
2Q8A,0.19,0.13
5KVG,0,-0.25
1WEJ,0,-0.19
4BZ2,0.48,0.34
1EO8,0,-0.07
5C7X,0.6,0.49
4H8W,0.24,0.18
4EDW,0.2,0.01
3LD8,0.04,-0.01
1FBI,0.46,0.39
5H35,0.33,0.24
3NGB,0.11,0.03
3S37,0.43,0.3
4AL8,0.12,-0.04
4JLR,0.57,0.52
5EN2,0,-0.19
1E6J,0,-0.1
3RKD,0,-0.18
1XIW,0,-0.28
4JZJ,0,-0.1
3WXV,0.04,-0.04
4D3C,0,-0.14
1LK3,0,-0.18
5F3B,0.35,0.22
4JPW,0.19,0.11
4QCI,0,-0.24
3SKJ,0.14,0.03
5LQB,0.45,0.36
5F9W,0.07,-0.02
3V6O,0.05,-0.06
5K9K,0.26,0.25
4J6R,0.09,-0.0
5CZX,0.19,0.12
4YPG,0,-0.19
5KW9,0,-0.09
3L5X,0,-0.18
4JPK,0.12,-0.04
4G6M,0.09,-0.07
2XRA,0.65,0.64
3U7Y,0.21,0.12
3SQO,0,-0.05
5MES,0.49,0.46
2QQN,0.32,0.27
2VXQ,0.42,0.29
4YK4,0,-0.1
4PP1,0,-0.12
1JPS,0,-0.14
3ZKM,0.51,0.47
4MWF,0.15,0.07
4NZR,0.28,0.2
1JRH,0,-0.24
1MHP,0.54,0.51
1OAZ,0.48,0.37
4HF5,0,-0.08
3WKM,0.31,0.2
2XQB,0.36,0.18
5E94,0.65,0.59
2BDN,0.21,-0.09
3B9K,0.09,-0.11
5KVD,0.23,0.04
4BZ1,0.46,0.38
4F15,0,-0.08
3HI1,0.11,0.02
4FQJ,0.08,-0.0
4XWG,0.49,0.48
1OSP,0.28,0.21
5FHX,0,-0.16
1IQD,0.54,0.49
4RWY,0.09,-0.01
1JHL,0,-0.15
3MXW,0.04,-0.12
3Q3G,0.65,0.63
4YUE,0.37,0.24
1HYS,0.41,0.49
4AG4,0,-0.07
5KVF,0.05,-0.15
2XWT,0.36,0.27
3U2S,0.16,-0.04
4M48,0,-0.04
1YY9,0,-0.05
4HCR,0.29,0.2
5JQ6,0.19,0.12
4Z5R,0.04,-0.14
3LIZ,0,-0.08
2YPV,0.13,0.03
4I77,0.1,-0.15
5FCU,0.7,0.62
1FSK,0,-0.15
3CVH,0,-0.09
3KS0,0.48,0.44
5GGT,0.54,0.49
4LF3,0.32,0.16
3GI8,0,-0.06
3UC0,0,-0.22
